Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.95	-1.7347e-018	5.e-002	4.3109e+006
2	0.9	9.8608e-032	5.e-002	3.1932e+006
3	0.85	2.4652e-031	5.e-002	2.8396e+006
4	0.8	3.4694e-018	5.e-002	2.7545e+006
5	0.75	-3.6978e-032	5.e-002	2.7172e+006
6	0.7	0.	5.e-002	2.7023e+006
7	0.65	2.4652e-032	5.e-002	2.6958e+006
8	0.6	0.	5.e-002	2.6929e+006
9	0.55	2.4652e-032	5.e-002	2.6916e+006
10	0.5	-3.4694e-018	5.e-002	2.691e+006
11	0.45	-3.4694e-018	5.e-002	2.6907e+006
12	0.4	5.5467e-032	5.e-002	2.6908e+006
13	0.35	0.	5.e-002	2.6898e+006
14	0.3	0.	5.e-002	2.6945e+006
15	0.25	-6.163e-033	5.e-002	2.6817e+006
16	0.2	-1.7347e-018	5.e-002	2.8338e+006
17	0.15	9.2445e-033	5.e-002	4.1172e+006
18	0.1	-1.7347e-018	5.e-002	2.3975e+007
19	5.e-002	-3.0815e-033	5.e-002	7.8401e+007
20	5.e-002	-6.163e-033	0.	1.0088e+008
21	0.1	-3.4694e-018	0.	1.2674e+007
22	0.15	1.8489e-032	0.	5.1713e+006
23	0.2	-3.4694e-018	0.	4.4506e+006
24	0.25	-1.2326e-032	0.	4.4779e+006
25	0.3	0.	0.	4.4187e+006
26	0.35	0.	0.	4.4371e+006
27	0.4	1.1093e-031	0.	4.4302e+006
28	0.45	-6.9389e-018	0.	4.4325e+006
29	0.5	-6.9389e-018	0.	4.4316e+006
30	0.55	4.9304e-032	0.	4.4317e+006
31	0.6	0.	0.	4.4312e+006
32	0.65	4.9304e-032	0.	4.4302e+006
33	0.7	0.	0.	4.4284e+006
34	0.75	-7.3956e-032	0.	4.4223e+006
35	0.8	6.9389e-018	0.	4.4208e+006
36	0.85	4.9304e-031	0.	4.4043e+006
37	0.9	1.9722e-031	0.	4.5027e+006
38	0.95	-3.4694e-018	0.	4.2133e+006
39	0.95	0.	0.1	4.2133e+006
40	0.9	0.	0.1	4.5027e+006
41	0.85	0.	0.1	4.4043e+006
42	0.8	0.	0.1	4.4208e+006
43	0.75	0.	0.1	4.4223e+006
44	0.7	0.	0.1	4.4284e+006
45	0.65	0.	0.1	4.4302e+006
46	0.6	0.	0.1	4.4312e+006
47	0.55	0.	0.1	4.4317e+006
48	0.5	0.	0.1	4.4316e+006
49	0.45	0.	0.1	4.4325e+006
50	0.4	0.	0.1	4.4302e+006
51	0.35	0.	0.1	4.4371e+006
52	0.3	0.	0.1	4.4187e+006
53	0.25	0.	0.1	4.4779e+006
54	0.2	0.	0.1	4.4506e+006
55	0.15	0.	0.1	5.1713e+006
56	0.1	0.	0.1	1.2674e+007
57	5.e-002	0.	0.1	1.0088e+008
58	5.e-002	-5.e-002	0.1	1.474e+008
59	0.1	-5.e-002	0.1	3.8986e+007
60	0.15	-5.e-002	0.1	5.5368e+007
61	0.2	-5.e-002	0.1	4.8371e+007
62	0.25	-5.e-002	0.1	4.6176e+007
63	0.3	-5.e-002	0.1	4.2966e+007
64	0.35	-5.e-002	0.1	4.0018e+007
65	0.4	-5.e-002	0.1	3.7005e+007
66	0.45	-5.e-002	0.1	3.4009e+007
67	0.5	-5.e-002	0.1	3.1008e+007
68	0.55	-5.e-002	0.1	2.8009e+007
69	0.6	-5.e-002	0.1	2.5009e+007
70	0.65	-5.e-002	0.1	2.2009e+007
71	0.7	-5.e-002	0.1	1.9008e+007
72	0.75	-5.e-002	0.1	1.6006e+007
73	0.8	-5.e-002	0.1	1.2996e+007
74	0.85	-5.e-002	0.1	9.9793e+006
75	0.9	-5.e-002	0.1	6.8764e+006
76	0.95	-5.e-002	0.1	2.7033e+006
77	1.	-5.e-002	0.1	1.098e+006
78	1.	0.	0.1	4.329e+006
79	1.	5.e-002	0.1	1.0982e+007
80	0.95	5.e-002	0.1	4.0677e+006
81	0.9	5.e-002	0.1	6.2254e+006
82	0.85	5.e-002	0.1	9.0775e+006
83	0.8	5.e-002	0.1	1.2013e+007
84	0.75	5.e-002	0.1	1.4982e+007
85	0.7	5.e-002	0.1	1.7966e+007
86	0.65	5.e-002	0.1	2.0959e+007
87	0.6	5.e-002	0.1	2.3955e+007
88	0.55	5.e-002	0.1	2.6953e+007
89	0.5	5.e-002	0.1	2.9953e+007
90	0.45	5.e-002	0.1	3.2951e+007
91	0.4	5.e-002	0.1	3.5954e+007
92	0.35	5.e-002	0.1	3.8941e+007
93	0.3	5.e-002	0.1	4.1987e+007
94	0.25	5.e-002	0.1	4.481e+007
95	0.2	5.e-002	0.1	4.8489e+007
96	0.15	5.e-002	0.1	4.8435e+007
97	0.1	5.e-002	0.1	6.7882e+007
98	5.e-002	5.e-002	0.1	1.4686e+008
99	0.	5.e-002	0.1	5.9125e+008
100	0.	0.	0.1	4.9843e+008
101	0.	-5.e-002	0.1	6.4678e+008
102	0.	0.	5.e-002	4.301e+008
103	0.	0.	0.	4.9843e+008
104	0.	-5.e-002	0.	6.4678e+008
105	0.	-5.e-002	5.e-002	5.1196e+008
106	0.	5.e-002	0.	5.9125e+008
107	0.	5.e-002	5.e-002	4.9791e+008
108	0.95	5.e-002	5.e-002	2.8882e+006
109	0.9	5.e-002	5.e-002	3.0812e+006
110	0.85	5.e-002	5.e-002	6.1361e+006
111	0.8	5.e-002	5.e-002	9.2447e+006
112	0.75	5.e-002	5.e-002	1.2266e+007
113	0.7	5.e-002	5.e-002	1.5277e+007
114	0.65	5.e-002	5.e-002	1.8281e+007
115	0.6	5.e-002	5.e-002	2.1283e+007
116	0.55	5.e-002	5.e-002	2.4284e+007
117	0.5	5.e-002	5.e-002	2.7283e+007
118	0.45	5.e-002	5.e-002	3.0284e+007
119	0.4	5.e-002	5.e-002	3.3281e+007
