Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
51	0.35	0.	0.1	5.5397e-004
52	0.3	0.	0.1	4.6644e-004
53	0.25	0.	0.1	3.8387e-004
54	0.2	0.	0.1	3.0652e-004
55	0.15	0.	0.1	2.3363e-004
56	0.1	0.	0.1	1.6832e-004
57	5.e-002	0.	0.1	1.0309e-004
58	5.e-002	-5.e-002	0.1	1.157e-004
59	0.1	-5.e-002	0.1	1.7444e-004
60	0.15	-5.e-002	0.1	2.3289e-004
61	0.2	-5.e-002	0.1	2.9929e-004
62	0.25	-5.e-002	0.1	3.7205e-004
63	0.3	-5.e-002	0.1	4.5109e-004
64	0.35	-5.e-002	0.1	5.36e-004
65	0.4	-5.e-002	0.1	6.2652e-004
66	0.45	-5.e-002	0.1	7.223e-004
67	0.5	-5.e-002	0.1	8.2291e-004
68	0.55	-5.e-002	0.1	9.2789e-004
69	0.6	-5.e-002	0.1	1.0367e-003
70	0.65	-5.e-002	0.1	1.1489e-003
71	0.7	-5.e-002	0.1	1.2638e-003
72	0.75	-5.e-002	0.1	1.3807e-003
73	0.8	-5.e-002	0.1	1.4992e-003
74	0.85	-5.e-002	0.1	1.6186e-003
75	0.9	-5.e-002	0.1	1.7381e-003
76	0.95	-5.e-002	0.1	1.8572e-003
77	1.	-5.e-002	0.1	1.9742e-003
78	1.	0.	0.1	1.9849e-003
79	1.	5.e-002	0.1	2.0092e-003
80	0.95	5.e-002	0.1	1.8946e-003
81	0.9	5.e-002	0.1	1.7805e-003
82	0.85	5.e-002	0.1	1.6651e-003
83	0.8	5.e-002	0.1	1.5494e-003
84	0.75	5.e-002	0.1	1.4341e-003
85	0.7	5.e-002	0.1	1.3196e-003
86	0.65	5.e-002	0.1	1.2067e-003
87	0.6	5.e-002	0.1	1.0959e-003
88	0.55	5.e-002	0.1	9.8768e-004
89	0.5	5.e-002	0.1	8.8253e-004
90	0.45	5.e-002	0.1	7.8088e-004
91	0.4	5.e-002	0.1	6.8308e-004
92	0.35	5.e-002	0.1	5.8942e-004
93	0.3	5.e-002	0.1	5.0011e-004
94	0.25	5.e-002	0.1	4.1521e-004
95	0.2	5.e-002	0.1	3.3493e-004
96	0.15	5.e-002	0.1	2.5904e-004
97	0.1	5.e-002	0.1	1.8912e-004
98	5.e-002	5.e-002	0.1	1.1653e-004
99	0.	5.e-002	0.1	0.
100	0.	0.	0.1	0.
101	0.	-5.e-002	0.1	0.
102	0.	0.	5.e-002	0.
103	0.	0.	0.	0.
104	0.	-5.e-002	0.	0.
105	0.	-5.e-002	5.e-002	0.
106	0.	5.e-002	0.	0.
107	0.	5.e-002	5.e-002	0.
108	0.95	5.e-002	5.e-002	1.8941e-003
109	0.9	5.e-002	5.e-002	1.7797e-003
110	0.85	5.e-002	5.e-002	1.6644e-003
111	0.8	5.e-002	5.e-002	1.5487e-003
112	0.75	5.e-002	5.e-002	1.4333e-003
113	0.7	5.e-002	5.e-002	1.3188e-003
114	0.65	5.e-002	5.e-002	1.2058e-003
115	0.6	5.e-002	5.e-002	1.0948e-003
116	0.55	5.e-002	5.e-002	9.8644e-004
117	0.5	5.e-002	5.e-002	8.8106e-004
118	0.45	5.e-002	5.e-002	7.7911e-004
119	0.4	5.e-002	5.e-002	6.8092e-004
120	0.35	5.e-002	5.e-002	5.8676e-004
121	0.3	5.e-002	5.e-002	4.9677e-004
122	0.25	5.e-002	5.e-002	4.1093e-004
123	0.2	5.e-002	5.e-002	3.294e-004
124	0.15	5.e-002	5.e-002	2.5131e-004
125	0.1	5.e-002	5.e-002	1.7969e-004
126	5.e-002	5.e-002	5.e-002	1.0688e-004
127	5.e-002	5.e-002	0.	1.1653e-004
128	0.1	5.e-002	0.	1.8912e-004
129	0.15	5.e-002	0.	2.5904e-004
130	0.2	5.e-002	0.	3.3493e-004
131	0.25	5.e-002	0.	4.1521e-004
132	0.3	5.e-002	0.	5.0011e-004
133	0.35	5.e-002	0.	5.8942e-004
134	0.4	5.e-002	0.	6.8308e-004
135	0.45	5.e-002	0.	7.8088e-004
136	0.5	5.e-002	0.	8.8253e-004
137	0.55	5.e-002	0.	9.8768e-004
138	0.6	5.e-002	0.	1.0959e-003
139	0.65	5.e-002	0.	1.2067e-003
140	0.7	5.e-002	0.	1.3196e-003
141	0.75	5.e-002	0.	1.4341e-003
142	0.8	5.e-002	0.	1.5494e-003
143	0.85	5.e-002	0.	1.6651e-003
144	0.9	5.e-002	0.	1.7805e-003
145	0.95	5.e-002	0.	1.8946e-003
146	1.	5.e-002	0.	2.0092e-003
147	1.	5.e-002	5.e-002	2.0091e-003
148	1.	0.	5.e-002	1.9852e-003
149	1.	0.	0.	1.9849e-003
150	1.	-5.e-002	0.	1.9742e-003
151	1.	-5.e-002	5.e-002	1.9746e-003
152	0.95	-5.e-002	5.e-002	1.8575e-003
153	0.9	-5.e-002	5.e-002	1.7384e-003
154	0.85	-5.e-002	5.e-002	1.6188e-003
155	0.8	-5.e-002	5.e-002	1.4993e-003
156	0.75	-5.e-002	5.e-002	1.3807e-003
157	0.7	-5.e-002	5.e-002	1.2636e-003
158	0.65	-5.e-002	5.e-002	1.1486e-003
159	0.6	-5.e-002	5.e-002	1.0362e-003
160	0.55	-5.e-002	5.e-002	9.2707e-004
161	0.5	-5.e-002	5.e-002	8.2172e-004
162	0.45	-5.e-002	5.e-002	7.2063e-004
163	0.4	-5.e-002	5.e-002	6.2426e-004
164	0.35	-5.e-002	5.e-002	5.3295e-004
165	0.3	-5.e-002	5.e-002	4.4702e-004
166	0.25	-5.e-002	5.e-002	3.6656e-004
167	0.2	-5.e-002	5.e-002	2.9192e-004
168	0.15	-5.e-002	5.e-002	2.225e-004
169	0.1	-5.e-002	5.e-002	1.6134e-004
170	5.e-002	-5.e-002	5.e-002	1.0176e-004
171	0.95	-5.e-002	0.	1.8572e-003
172	0.9	-5.e-002	0.	1.7381e-003
173	0.85	-5.e-002	0.	1.6186e-003
174	0.8	-5.e-002	0.	1.4992e-003
175	0.75	-5.e-002	0.	1.3807e-003
176	0.7	-5.e-002	0.	1.2638e-003
177	0.65	-5.e-002	0.	1.1489e-003
178	0.6	-5.e-002	0.	1.0367e-003
179	0.55	-5.e-002	0.	9.2789e-004
180	0.5	-5.e-002	0.	8.2291e-004
181	0.45	-5.e-002	0.	7.223e-004
182	0.4	-5.e-002	0.	6.2652e-004
183	0.35	-5.e-002	0.	5.36e-004
184	0.3	-5.e-002	0.	4.5109e-004
185	0.25	-5.e-002	0.	3.7205e-004
186	0.2	-5.e-002	0.	2.9929e-004
187	0.15	-5.e-002	0.	2.3289e-004
188	0.1	-5.e-002	0.	1.7444e-004
189	5.e-002	-5.e-002	0.	1.157e-004
190	0.925	-8.6736e-019	5.e-002	1.8124e-003
191	0.95	-2.6021e-018	2.5e-002	1.8705e-003
192	0.95	-8.6736e-019	7.5e-002	1.8705e-003
193	0.95	2.5e-002	5.e-002	1.8812e-003
194	0.975	-8.6736e-019	5.e-002	1.9284e-003
195	0.95	-2.5e-002	5.e-002	1.8628e-003
196	0.875	1.7256e-031	5.e-002	1.6951e-003
197	0.9	1.4791e-031	2.5e-002	1.7539e-003
198	0.9	4.9304e-032	7.5e-002	1.7539e-003
199	0.9	2.5e-002	5.e-002	1.7655e-003
200	0.9	-2.5e-002	5.e-002	1.7448e-003
201	0.825	1.7347e-018	5.e-002	1.5771e-003
202	0.85	3.6978e-031	2.5e-002	1.6362e-003
203	0.85	1.2326e-031	7.5e-002	1.6362e-003
204	0.85	2.5e-002	5.e-002	1.6489e-003
205	0.85	-2.5e-002	5.e-002	1.6261e-003
206	0.775	1.7347e-018	5.e-002	1.4594e-003
207	0.8	5.2042e-018	2.5e-002	1.5183e-003
208	0.8	1.7347e-018	7.5e-002	1.5183e-003
209	0.8	2.5e-002	5.e-002	1.5321e-003
210	0.8	-2.5e-002	5.e-002	1.5073e-003
211	0.725	-1.8489e-032	5.e-002	1.3426e-003
212	0.75	-5.5467e-032	2.5e-002	1.401e-003
213	0.75	-1.8489e-032	7.5e-002	1.401e-003
214	0.75	2.5e-002	5.e-002	1.4156e-003
215	0.75	-2.5e-002	5.e-002	1.3892e-003
216	0.675	1.2326e-032	5.e-002	1.2273e-003
217	0.7	0.	2.5e-002	1.2848e-003
218	0.7	0.	7.5e-002	1.2848e-003
219	0.7	2.5e-002	5.e-002	1.3002e-003
220	0.7	-2.5e-002	5.e-002	1.2725e-003
221	0.625	1.2326e-032	5.e-002	1.114e-003
222	0.65	3.6978e-032	2.5e-002	1.1705e-003
223	0.65	1.2326e-032	7.5e-002	1.1705e-003
224	0.65	2.5e-002	5.e-002	1.1865e-003
225	0.65	-2.5e-002	5.e-002	1.1577e-003
226	0.575	1.2326e-032	5.e-002	1.0035e-003
227	0.6	0.	2.5e-002	1.0586e-003
228	0.6	0.	7.5e-002	1.0586e-003
229	0.6	2.5e-002	5.e-002	1.0749e-003
230	0.6	-2.5e-002	5.e-002	1.0454e-003
231	0.525	-1.7347e-018	5.e-002	8.9602e-004
232	0.55	3.6978e-032	2.5e-002	9.4957e-004
233	0.55	1.2326e-032	7.5e-002	9.4957e-004
234	0.55	2.5e-002	5.e-002	9.6615e-004
235	0.55	-2.5e-002	5.e-002	9.3621e-004
236	0.475	-3.4694e-018	5.e-002	7.9222e-004
237	0.5	-5.2042e-018	2.5e-002	8.4397e-004
238	0.5	-1.7347e-018	7.5e-002	8.4397e-004
239	0.5	2.5e-002	5.e-002	8.6056e-004
240	0.5	-2.5e-002	5.e-002	8.306e-004
241	0.425	-1.7347e-018	5.e-002	6.9248e-004
242	0.45	-5.2042e-018	2.5e-002	7.4225e-004
243	0.45	-1.7347e-018	7.5e-002	7.4225e-004
244	0.45	2.5e-002	5.e-002	7.5863e-004
245	0.45	-2.5e-002	5.e-002	7.2905e-004
246	0.375	2.7733e-032	5.e-002	5.9711e-004
247	0.4	8.32e-032	2.5e-002	6.4478e-004
248	0.4	2.7733e-032	7.5e-002	6.4478e-004
249	0.4	2.5e-002	5.e-002	6.6069e-004
250	0.4	-2.5e-002	5.e-002	6.3195e-004
251	0.325	0.	5.e-002	5.0635e-004
252	0.35	0.	2.5e-002	5.5186e-004
253	0.35	0.	7.5e-002	5.5186e-004
254	0.35	2.5e-002	5.e-002	5.6702e-004
255	0.35	-2.5e-002	5.e-002	5.3963e-004
256	0.275	-3.0815e-033	5.e-002	4.2028e-004
257	0.3	0.	2.5e-002	4.6368e-004
258	0.3	0.	7.5e-002	4.6368e-004
259	0.3	2.5e-002	5.e-002	4.7775e-004
260	0.3	-2.5e-002	5.e-002	4.523e-004
261	0.225	-8.6736e-019	5.e-002	3.3891e-004
262	0.25	-9.2445e-033	2.5e-002	3.8025e-004
263	0.25	-3.0815e-033	7.5e-002	3.8025e-004
264	0.25	2.5e-002	5.e-002	3.929e-004
265	0.25	-2.5e-002	5.e-002	3.7001e-004
266	0.175	-8.6736e-019	5.e-002	2.617e-004
267	0.2	-2.6021e-018	2.5e-002	3.0152e-004
268	0.2	-8.6736e-019	7.5e-002	3.0152e-004
269	0.2	2.5e-002	5.e-002	3.1234e-004
270	0.2	-2.5e-002	5.e-002	2.9274e-004
271	0.125	-8.6736e-019	5.e-002	1.8915e-004
272	0.15	1.3867e-032	2.5e-002	2.2703e-004
273	0.15	4.6222e-033	7.5e-002	2.2703e-004
274	0.15	2.5e-002	5.e-002	2.3564e-004
275	0.15	-2.5e-002	5.e-002	2.1999e-004
276	7.5e-002	-8.6736e-019	5.e-002	1.2035e-004
277	0.1	-2.6021e-018	2.5e-002	1.5777e-004
278	0.1	-8.6736e-019	7.5e-002	1.5777e-004
279	0.1	2.5e-002	5.e-002	1.6352e-004
280	0.1	-2.5e-002	5.e-002	1.5307e-004
281	5.e-002	-4.6222e-033	2.5e-002	9.143e-005
282	5.e-002	-1.5407e-033	7.5e-002	9.143e-005
283	2.5e-002	-1.5407e-033	5.e-002	5.863e-005
284	5.e-002	2.5e-002	5.e-002	9.436e-005
285	5.e-002	-2.5e-002	5.e-002	8.8899e-005
286	7.5e-002	-1.7347e-018	0.	1.3542e-004
287	2.5e-002	-3.0815e-033	0.	7.2908e-005
288	5.e-002	2.5e-002	0.	1.0834e-004
289	5.e-002	-2.5e-002	0.	1.0575e-004
290	0.125	-1.7347e-018	0.	2.0015e-004
291	0.1	2.5e-002	0.	1.7494e-004
292	0.1	-2.5e-002	0.	1.6658e-004
293	0.175	-1.7347e-018	0.	2.6945e-004
294	0.15	2.5e-002	0.	2.4406e-004
295	0.15	-2.5e-002	0.	2.2985e-004
296	0.225	-1.7347e-018	0.	3.4456e-004
297	0.2	2.5e-002	0.	3.1842e-004
298	0.2	-2.5e-002	0.	2.9977e-004
299	0.275	-6.163e-033	0.	4.2453e-004
300	0.25	2.5e-002	0.	3.9746e-004
301	0.25	-2.5e-002	0.	3.7518e-004
302	0.325	0.	0.	5.0958e-004
303	0.3	2.5e-002	0.	4.8125e-004
304	0.3	-2.5e-002	0.	4.5617e-004
305	0.375	5.5467e-032	0.	5.9958e-004
306	0.35	2.5e-002	0.	5.6974e-004
307	0.35	-2.5e-002	0.	5.4254e-004
308	0.425	-3.4694e-018	0.	6.9438e-004
309	0.4	2.5e-002	0.	6.6284e-004
310	0.4	-2.5e-002	0.	6.3413e-004
311	0.475	-6.9389e-018	0.	7.9369e-004
312	0.45	2.5e-002	0.	7.6033e-004
313	0.45	-2.5e-002	0.	7.3067e-004
314	0.525	-3.4694e-018	0.	8.9714e-004
315	0.5	2.5e-002	0.	8.6192e-004
316	0.5	-2.5e-002	0.	8.3179e-004
317	0.575	2.4652e-032	0.	1.0043e-003
318	0.55	2.5e-002	0.	9.6724e-004
319	0.55	-2.5e-002	0.	9.3706e-004
320	0.625	2.4652e-032	0.	1.1147e-003
321	0.6	2.5e-002	0.	1.0758e-003
322	0.6	-2.5e-002	0.	1.046e-003
323	0.675	2.4652e-032	0.	1.2278e-003
324	0.65	2.5e-002	0.	1.1872e-003
325	0.65	-2.5e-002	0.	1.1581e-003
326	0.725	-3.6978e-032	0.	1.343e-003
327	0.7	2.5e-002	0.	1.3008e-003
328	0.7	-2.5e-002	0.	1.2727e-003
329	0.775	3.4694e-018	0.	1.4597e-003
330	0.75	2.5e-002	0.	1.4162e-003
331	0.75	-2.5e-002	0.	1.3893e-003
332	0.825	3.4694e-018	0.	1.5774e-003
333	0.8	2.5e-002	0.	1.5326e-003
334	0.8	-2.5e-002	0.	1.5073e-003
335	0.875	3.4513e-031	0.	1.6953e-003
336	0.85	2.5e-002	0.	1.6494e-003
337	0.85	-2.5e-002	0.	1.626e-003
338	0.925	-1.7347e-018	0.	1.8126e-003
339	0.9	2.5e-002	0.	1.766e-003
340	0.9	-2.5e-002	0.	1.7447e-003
341	0.95	2.5e-002	0.	1.8815e-003
342	0.975	-1.7347e-018	0.	1.9284e-003
343	0.95	-2.5e-002	0.	1.8626e-003
344	0.925	0.	0.1	1.8126e-003
345	0.95	-2.5e-002	0.1	1.8626e-003
346	0.975	0.	0.1	1.9284e-003
347	0.95	2.5e-002	0.1	1.8815e-003
348	0.875	0.	0.1	1.6953e-003
349	0.9	-2.5e-002	0.1	1.7447e-003
350	0.9	2.5e-002	0.1	1.766e-003
351	0.825	0.	0.1	1.5774e-003
352	0.85	-2.5e-002	0.1	1.626e-003
353	0.85	2.5e-002	0.1	1.6494e-003
354	0.775	0.	0.1	1.4597e-003
355	0.8	-2.5e-002	0.1	1.5073e-003
356	0.8	2.5e-002	0.1	1.5326e-003
357	0.725	0.	0.1	1.343e-003
358	0.75	-2.5e-002	0.1	1.3893e-003
359	0.75	2.5e-002	0.1	1.4162e-003
360	0.675	0.	0.1	1.2278e-003
361	0.7	-2.5e-002	0.1	1.2727e-003
362	0.7	2.5e-002	0.1	1.3008e-003
363	0.625	0.	0.1	1.1147e-003
364	0.65	-2.5e-002	0.1	1.1581e-003
365	0.65	2.5e-002	0.1	1.1872e-003
366	0.575	0.	0.1	1.0043e-003
367	0.6	-2.5e-002	0.1	1.046e-003
368	0.6	2.5e-002	0.1	1.0758e-003
369	0.525	0.	0.1	8.9714e-004
370	0.55	-2.5e-002	0.1	9.3706e-004
371	0.55	2.5e-002	0.1	9.6724e-004
372	0.475	0.	0.1	7.9369e-004
373	0.5	-2.5e-002	0.1	8.3179e-004
374	0.5	2.5e-002	0.1	8.6192e-004
375	0.425	0.	0.1	6.9438e-004
376	0.45	-2.5e-002	0.1	7.3067e-004
377	0.45	2.5e-002	0.1	7.6033e-004
378	0.375	0.	0.1	5.9958e-004
379	0.4	-2.5e-002	0.1	6.3413e-004
380	0.4	2.5e-002	0.1	6.6284e-004
381	0.325	0.	0.1	5.0958e-004
382	0.35	-2.5e-002	0.1	5.4254e-004
383	0.35	2.5e-002	0.1	5.6974e-004
384	0.275	0.	0.1	4.2453e-004
385	0.3	-2.5e-002	0.1	4.5617e-004
386	0.3	2.5e-002	0.1	4.8125e-004
387	0.225	0.	0.1	3.4456e-004
388	0.25	-2.5e-002	0.1	3.7518e-004
389	0.25	2.5e-002	0.1	3.9746e-004
390	0.175	0.	0.1	2.6945e-004
391	0.2	-2.5e-002	0.1	2.9977e-004
392	0.2	2.5e-002	0.1	3.1842e-004
393	0.125	0.	0.1	2.0015e-004
394	0.15	-2.5e-002	0.1	2.2985e-004
395	0.15	2.5e-002	0.1	2.4406e-004
396	7.5e-002	0.	0.1	1.3542e-004
397	0.1	-2.5e-002	0.1	1.6658e-004
398	0.1	2.5e-002	0.1	1.7494e-004
399	5.e-002	-2.5e-002	0.1	1.0575e-004
400	5.e-002	2.5e-002	0.1	1.0834e-004
401	2.5e-002	0.	0.1	7.2908e-005
402	7.5e-002	-5.e-002	0.1	1.4594e-004
403	2.5e-002	-5.e-002	0.1	9.1179e-005
404	5.e-002	-5.e-002	7.5e-002	1.0602e-004
405	0.125	-5.e-002	0.1	2.0308e-004
406	0.1	-5.e-002	7.5e-002	1.6373e-004
407	0.175	-5.e-002	0.1	2.6517e-004
408	0.15	-5.e-002	7.5e-002	2.2539e-004
409	0.225	-5.e-002	0.1	3.3489e-004
410	0.2	-5.e-002	7.5e-002	2.9372e-004
411	0.275	-5.e-002	0.1	4.1082e-004
412	0.25	-5.e-002	7.5e-002	3.6798e-004
413	0.325	-5.e-002	0.1	4.9283e-004
414	0.3	-5.e-002	7.5e-002	4.4805e-004
415	0.375	-5.e-002	0.1	5.8058e-004
416	0.35	-5.e-002	7.5e-002	5.3373e-004
417	0.425	-5.e-002	0.1	6.7378e-004
418	0.4	-5.e-002	7.5e-002	6.2484e-004
419	0.475	-5.e-002	0.1	7.7203e-004
420	0.45	-5.e-002	7.5e-002	7.2107e-004
421	0.525	-5.e-002	0.1	8.7489e-004
422	0.5	-5.e-002	7.5e-002	8.2203e-004
423	0.575	-5.e-002	0.1	9.8187e-004
424	0.55	-5.e-002	7.5e-002	9.2729e-004
425	0.625	-5.e-002	0.1	1.0924e-003
426	0.6	-5.e-002	7.5e-002	1.0363e-003
427	0.675	-5.e-002	0.1	1.206e-003
428	0.65	-5.e-002	7.5e-002	1.1487e-003
429	0.725	-5.e-002	0.1	1.322e-003
430	0.7	-5.e-002	7.5e-002	1.2637e-003
431	0.775	-5.e-002	0.1	1.4399e-003
432	0.75	-5.e-002	7.5e-002	1.3808e-003
433	0.825	-5.e-002	0.1	1.5589e-003
434	0.8	-5.e-002	7.5e-002	1.4993e-003
435	0.875	-5.e-002	0.1	1.6784e-003
436	0.85	-5.e-002	7.5e-002	1.6188e-003
437	0.925	-5.e-002	0.1	1.7977e-003
438	0.9	-5.e-002	7.5e-002	1.7384e-003
439	0.975	-5.e-002	0.1	1.9161e-003
440	0.95	-5.e-002	7.5e-002	1.8574e-003
441	1.	-2.5e-002	0.1	1.9781e-003
442	1.	-5.e-002	7.5e-002	1.9746e-003
443	1.	2.5e-002	0.1	1.9952e-003
444	1.	0.	7.5e-002	1.9851e-003
445	0.975	5.e-002	0.1	1.9513e-003
446	1.	5.e-002	7.5e-002	2.0092e-003
447	0.925	5.e-002	0.1	1.8377e-003
448	0.95	5.e-002	7.5e-002	1.8941e-003
449	0.875	5.e-002	0.1	1.7229e-003
450	0.9	5.e-002	7.5e-002	1.7799e-003
451	0.825	5.e-002	0.1	1.6073e-003
452	0.85	5.e-002	7.5e-002	1.6646e-003
453	0.775	5.e-002	0.1	1.4917e-003
454	0.8	5.e-002	7.5e-002	1.5489e-003
455	0.725	5.e-002	0.1	1.3767e-003
456	0.75	5.e-002	7.5e-002	1.4335e-003
457	0.675	5.e-002	0.1	1.263e-003
458	0.7	5.e-002	7.5e-002	1.319e-003
459	0.625	5.e-002	0.1	1.151e-003
460	0.65	5.e-002	7.5e-002	1.206e-003
461	0.575	5.e-002	0.1	1.0414e-003
462	0.6	5.e-002	7.5e-002	1.0951e-003
463	0.525	5.e-002	0.1	9.347e-004
464	0.55	5.e-002	7.5e-002	9.8676e-004
465	0.475	5.e-002	0.1	8.3124e-004
466	0.5	5.e-002	7.5e-002	8.8144e-004
467	0.425	5.e-002	0.1	7.3148e-004
468	0.45	5.e-002	7.5e-002	7.7957e-004
469	0.375	5.e-002	0.1	6.3572e-004
470	0.4	5.e-002	7.5e-002	6.8148e-004
471	0.325	5.e-002	0.1	5.4422e-004
472	0.35	5.e-002	7.5e-002	5.8744e-004
473	0.275	5.e-002	0.1	4.571e-004
474	0.3	5.e-002	7.5e-002	4.9762e-004
475	0.225	5.e-002	0.1	3.7452e-004
476	0.25	5.e-002	7.5e-002	4.1205e-004
477	0.175	5.e-002	0.1	2.9631e-004
478	0.2	5.e-002	7.5e-002	3.3076e-004
479	0.125	5.e-002	0.1	2.2373e-004
480	0.15	5.e-002	7.5e-002	2.5352e-004
481	7.5e-002	5.e-002	0.1	1.5292e-004
482	0.1	5.e-002	7.5e-002	1.8117e-004
483	2.5e-002	5.e-002	0.1	8.4639e-005
484	5.e-002	5.e-002	7.5e-002	1.1008e-004
485	0.	2.5e-002	0.1	0.
486	0.	5.e-002	7.5e-002	0.
487	0.	-2.5e-002	0.1	0.
488	0.	0.	7.5e-002	0.
489	0.	-5.e-002	7.5e-002	0.
490	0.	0.	2.5e-002	0.
491	0.	-2.5e-002	5.e-002	0.
492	0.	2.5e-002	5.e-002	0.
493	0.	-2.5e-002	0.	0.
494	0.	2.5e-002	0.	0.
495	0.	-5.e-002	2.5e-002	0.
496	2.5e-002	-5.e-002	0.	9.1179e-005
497	2.5e-002	-5.e-002	5.e-002	7.4501e-005
498	0.	5.e-002	2.5e-002	0.
499	2.5e-002	5.e-002	0.	8.4639e-005
500	2.5e-002	5.e-002	5.e-002	7.3037e-005
501	0.925	5.e-002	5.e-002	1.837e-003
502	0.95	5.e-002	2.5e-002	1.8941e-003
503	0.975	5.e-002	5.e-002	1.951e-003
504	0.875	5.e-002	5.e-002	1.7221e-003
505	0.9	5.e-002	2.5e-002	1.7799e-003
506	0.825	5.e-002	5.e-002	1.6065e-003
507	0.85	5.e-002	2.5e-002	1.6646e-003
508	0.775	5.e-002	5.e-002	1.4909e-003
509	0.8	5.e-002	2.5e-002	1.5489e-003
510	0.725	5.e-002	5.e-002	1.3759e-003
511	0.75	5.e-002	2.5e-002	1.4335e-003
512	0.675	5.e-002	5.e-002	1.2621e-003
513	0.7	5.e-002	2.5e-002	1.319e-003
514	0.625	5.e-002	5.e-002	1.15e-003
515	0.65	5.e-002	2.5e-002	1.206e-003
516	0.575	5.e-002	5.e-002	1.0403e-003
517	0.6	5.e-002	2.5e-002	1.0951e-003
518	0.525	5.e-002	5.e-002	9.3334e-004
519	0.55	5.e-002	2.5e-002	9.8676e-004
520	0.475	5.e-002	5.e-002	8.2963e-004
521	0.5	5.e-002	2.5e-002	8.8144e-004
522	0.425	5.e-002	5.e-002	7.2953e-004
523	0.45	5.e-002	2.5e-002	7.7957e-004
524	0.375	5.e-002	5.e-002	6.3333e-004
525	0.4	5.e-002	2.5e-002	6.8148e-004
526	0.325	5.e-002	5.e-002	5.4124e-004
527	0.35	5.e-002	2.5e-002	5.8744e-004
528	0.275	5.e-002	5.e-002	4.5333e-004
529	0.3	5.e-002	2.5e-002	4.9762e-004
530	0.225	5.e-002	5.e-002	3.6966e-004
531	0.25	5.e-002	2.5e-002	4.1205e-004
532	0.175	5.e-002	5.e-002	2.8986e-004
533	0.2	5.e-002	2.5e-002	3.3076e-004
534	0.125	5.e-002	5.e-002	2.1489e-004
535	0.15	5.e-002	2.5e-002	2.5352e-004
536	7.5e-002	5.e-002	5.e-002	1.4285e-004
537	0.1	5.e-002	2.5e-002	1.8117e-004
538	5.e-002	5.e-002	2.5e-002	1.1008e-004
539	7.5e-002	5.e-002	0.	1.5292e-004
540	0.125	5.e-002	0.	2.2373e-004
541	0.175	5.e-002	0.	2.9631e-004
542	0.225	5.e-002	0.	3.7452e-004
543	0.275	5.e-002	0.	4.571e-004
544	0.325	5.e-002	0.	5.4422e-004
545	0.375	5.e-002	0.	6.3572e-004
546	0.425	5.e-002	0.	7.3148e-004
547	0.475	5.e-002	0.	8.3124e-004
548	0.525	5.e-002	0.	9.347e-004
549	0.575	5.e-002	0.	1.0414e-003
550	0.625	5.e-002	0.	1.151e-003
