Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	3.6971e+08
2	0.	-0.05	0.025	3.6838e+08
3	0.	-0.05	0.05	3.6957e+08
4	0.	-0.05	0.075	3.6858e+08
5	0.	-0.05	0.1	3.7075e+08
6	0.	-0.025	0.	4.0340e+08
7	0.	-0.025	0.025	4.0239e+08
8	0.	-0.025	0.05	4.0835e+08
9	0.	-0.025	0.075	3.9490e+08
10	0.	-0.025	0.1	4.0351e+08
11	0.	0.	0.	4.3203e+08
12	0.	0.	0.025	4.3483e+08
13	0.	0.	0.05	4.3448e+08
14	0.	0.	0.075	4.3144e+08
15	0.	0.	0.1	4.3260e+08
16	0.	0.025	0.	4.5925e+08
17	0.	0.025	0.025	4.6427e+08
18	0.	0.025	0.05	4.5506e+08
19	0.	0.025	0.075	4.6488e+08
20	0.	0.025	0.1	4.6192e+08
21	0.	0.05	0.	4.9008e+08
22	0.	0.05	0.025	4.9108e+08
23	0.	0.05	0.05	4.9137e+08
24	0.	0.05	0.075	4.9711e+08
25	0.	0.05	0.1	5.0473e+08
26	0.025	-0.05	0.	3.7714e+08
27	0.025	-0.05	0.025	3.7181e+08
28	0.025	-0.05	0.05	3.7538e+08
29	0.025	-0.05	0.075	3.7551e+08
30	0.025	-0.05	0.1	3.7074e+08
31	0.025	-0.025	0.	3.9869e+08
32	0.025	-0.025	0.025	4.0255e+08
33	0.025	-0.025	0.05	4.0536e+08
34	0.025	-0.025	0.075	3.9756e+08
35	0.025	-0.025	0.1	4.0043e+08
36	0.025	0.	0.	4.3399e+08
37	0.025	0.	0.025	4.3215e+08
38	0.025	0.	0.05	4.3690e+08
39	0.025	0.	0.075	4.2713e+08
40	0.025	0.	0.1	4.4014e+08
41	0.025	0.025	0.	4.5558e+08
42	0.025	0.025	0.025	4.5377e+08
43	0.025	0.025	0.05	4.6104e+08
44	0.025	0.025	0.075	4.5707e+08
45	0.025	0.025	0.1	4.6111e+08
46	0.025	0.05	0.	4.9021e+08
47	0.025	0.05	0.025	4.8973e+08
48	0.025	0.05	0.05	4.8719e+08
49	0.025	0.05	0.075	4.9220e+08
50	0.025	0.05	0.1	4.8925e+08
51	0.05	-0.05	0.	3.7831e+08
52	0.05	-0.05	0.025	3.7446e+08
53	0.05	-0.05	0.05	3.7211e+08
54	0.05	-0.05	0.075	3.6994e+08
55	0.05	-0.05	0.1	3.7448e+08
56	0.05	-0.025	0.	3.9941e+08
57	0.05	-0.025	0.025	3.9915e+08
58	0.05	-0.025	0.05	4.0521e+08
59	0.05	-0.025	0.075	3.9777e+08
60	0.05	-0.025	0.1	4.0806e+08
61	0.05	0.	0.	4.3256e+08
62	0.05	0.	0.025	4.3186e+08
63	0.05	0.	0.05	4.2843e+08
64	0.05	0.	0.075	4.3465e+08
65	0.05	0.	0.1	4.3200e+08
66	0.05	0.025	0.	4.5798e+08
67	0.05	0.025	0.025	4.6124e+08
68	0.05	0.025	0.05	4.5430e+08
69	0.05	0.025	0.075	4.5448e+08
70	0.05	0.025	0.1	4.5638e+08
71	0.05	0.05	0.	4.9037e+08
72	0.05	0.05	0.025	4.8899e+08
73	0.05	0.05	0.05	4.9310e+08
74	0.05	0.05	0.075	4.8540e+08
75	0.05	0.05	0.1	4.9125e+08
76	0.075	-0.05	0.	3.7616e+08
77	0.075	-0.05	0.025	3.7366e+08
78	0.075	-0.05	0.05	3.7766e+08
79	0.075	-0.05	0.075	3.7630e+08
80	0.075	-0.05	0.1	3.7461e+08
81	0.075	-0.025	0.	4.0439e+08
82	0.075	-0.025	0.025	4.0384e+08
83	0.075	-0.025	0.05	4.0376e+08
