Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
53	0.05	-0.05	0.05	3.0372e+07
54	0.05	-0.05	0.075	2.9686e+07
55	0.05	-0.05	0.1	3.0360e+07
56	0.05	-0.025	0.	8.6687e+07
57	0.05	-0.025	0.025	8.7328e+07
58	0.05	-0.025	0.05	8.8196e+07
59	0.05	-0.025	0.075	8.7314e+07
60	0.05	-0.025	0.1	8.6880e+07
61	0.05	0.	0.	1.4492e+08
62	0.05	0.	0.025	1.4389e+08
63	0.05	0.	0.05	1.4469e+08
64	0.05	0.	0.075	1.4386e+08
65	0.05	0.	0.1	1.4509e+08
66	0.05	0.025	0.	1.9880e+08
67	0.05	0.025	0.025	1.9941e+08
68	0.05	0.025	0.05	1.9877e+08
69	0.05	0.025	0.075	2.0095e+08
70	0.05	0.025	0.1	1.9858e+08
71	0.05	0.05	0.	2.5657e+08
72	0.05	0.05	0.025	2.5571e+08
73	0.05	0.05	0.05	2.6105e+08
74	0.05	0.05	0.075	2.5596e+08
75	0.05	0.05	0.1	2.5534e+08
76	0.075	-0.05	0.	3.3066e+07
77	0.075	-0.05	0.025	3.3445e+07
78	0.075	-0.05	0.05	3.2969e+07
79	0.075	-0.05	0.075	3.2990e+07
80	0.075	-0.05	0.1	3.3341e+07
81	0.075	-0.025	0.	8.9208e+07
82	0.075	-0.025	0.025	8.8887e+07
83	0.075	-0.025	0.05	8.8173e+07
84	0.075	-0.025	0.075	8.8909e+07
85	0.075	-0.025	0.1	8.7621e+07
86	0.075	0.	0.	1.4337e+08
87	0.075	0.	0.025	1.4574e+08
88	0.075	0.	0.05	1.4559e+08
89	0.075	0.	0.075	1.4460e+08
90	0.075	0.	0.1	1.4187e+08
91	0.075	0.025	0.	1.9761e+08
92	0.075	0.025	0.025	1.9845e+08
93	0.075	0.025	0.05	1.9926e+08
94	0.075	0.025	0.075	1.9754e+08
95	0.075	0.025	0.1	1.9914e+08
96	0.075	0.05	0.	2.5861e+08
97	0.075	0.05	0.025	2.5582e+08
98	0.075	0.05	0.05	2.5545e+08
99	0.075	0.05	0.075	2.5292e+08
100	0.075	0.05	0.1	2.5166e+08
101	0.1	-0.05	0.	3.5646e+07
102	0.1	-0.05	0.025	3.5516e+07
103	0.1	-0.05	0.05	3.6022e+07
104	0.1	-0.05	0.075	3.6111e+07
105	0.1	-0.05	0.1	3.5722e+07
106	0.1	-0.025	0.	9.0191e+07
107	0.1	-0.025	0.025	9.1143e+07
108	0.1	-0.025	0.05	9.1495e+07
109	0.1	-0.025	0.075	9.0640e+07
110	0.1	-0.025	0.1	8.9958e+07
111	0.1	0.	0.	1.4494e+08
112	0.1	0.	0.025	1.4565e+08
113	0.1	0.	0.05	1.4178e+08
114	0.1	0.	0.075	1.4580e+08
115	0.1	0.	0.1	1.4347e+08
116	0.1	0.025	0.	1.9719e+08
117	0.1	0.025	0.025	1.9748e+08
118	0.1	0.025	0.05	1.9855e+08
119	0.1	0.025	0.075	1.9628e+08
120	0.1	0.025	0.1	1.9759e+08
121	0.1	0.05	0.	2.5306e+08
122	0.1	0.05	0.025	2.5244e+08
123	0.1	0.05	0.05	2.5277e+08
124	0.1	0.05	0.075	2.5135e+08
125	0.1	0.05	0.1	2.5340e+08
126	0.125	-0.05	0.	3.9330e+07
127	0.125	-0.05	0.025	3.9311e+07
128	0.125	-0.05	0.05	3.9133e+07
129	0.125	-0.05	0.075	3.9293e+07
130	0.125	-0.05	0.1	3.9272e+07
131	0.125	-0.025	0.	9.3544e+07
132	0.125	-0.025	0.025	9.2475e+07
133	0.125	-0.025	0.05	9.1518e+07
134	0.125	-0.025	0.075	9.0915e+07
135	0.125	-0.025	0.1	9.1392e+07
136	0.125	0.	0.	1.4371e+08
137	0.125	0.	0.025	1.4468e+08
138	0.125	0.	0.05	1.4329e+08
139	0.125	0.	0.075	1.4547e+08
140	0.125	0.	0.1	1.4249e+08
141	0.125	0.025	0.	1.9397e+08
142	0.125	0.025	0.025	1.9633e+08
143	0.125	0.025	0.05	1.9521e+08
144	0.125	0.025	0.075	1.9456e+08
145	0.125	0.025	0.1	1.9554e+08
146	0.125	0.05	0.	2.4748e+08
147	0.125	0.05	0.025	2.4902e+08
148	0.125	0.05	0.05	2.4776e+08
149	0.125	0.05	0.075	2.4793e+08
150	0.125	0.05	0.1	2.4899e+08
151	0.15	-0.05	0.	4.2341e+07
152	0.15	-0.05	0.025	4.2494e+07
153	0.15	-0.05	0.05	4.2050e+07
154	0.15	-0.05	0.075	4.2076e+07
155	0.15	-0.05	0.1	4.1938e+07
156	0.15	-0.025	0.	9.3440e+07
157	0.15	-0.025	0.025	9.3372e+07
158	0.15	-0.025	0.05	9.4069e+07
159	0.15	-0.025	0.075	9.1675e+07
160	0.15	-0.025	0.1	9.2907e+07
161	0.15	0.	0.	1.4448e+08
162	0.15	0.	0.025	1.4406e+08
163	0.15	0.	0.05	1.4301e+08
164	0.15	0.	0.075	1.4260e+08
165	0.15	0.	0.1	1.4502e+08
166	0.15	0.025	0.	1.9386e+08
167	0.15	0.025	0.025	1.9230e+08
168	0.15	0.025	0.05	1.9638e+08
169	0.15	0.025	0.075	1.9576e+08
170	0.15	0.025	0.1	1.9486e+08
171	0.15	0.05	0.	2.4420e+08
172	0.15	0.05	0.025	2.4578e+08
173	0.15	0.05	0.05	2.4839e+08
174	0.15	0.05	0.075	2.4282e+08
175	0.15	0.05	0.1	2.4292e+08
176	0.175	-0.05	0.	4.4774e+07
177	0.175	-0.05	0.025	4.4990e+07
178	0.175	-0.05	0.05	4.4821e+07
179	0.175	-0.05	0.075	4.5231e+07
180	0.175	-0.05	0.1	4.5392e+07
181	0.175	-0.025	0.	9.4791e+07
182	0.175	-0.025	0.025	9.5004e+07
183	0.175	-0.025	0.05	9.4786e+07
184	0.175	-0.025	0.075	9.4588e+07
185	0.175	-0.025	0.1	9.3602e+07
186	0.175	0.	0.	1.4291e+08
187	0.175	0.	0.025	1.4254e+08
188	0.175	0.	0.05	1.4392e+08
189	0.175	0.	0.075	1.4436e+08
190	0.175	0.	0.1	1.4242e+08
191	0.175	0.025	0.	1.9365e+08
192	0.175	0.025	0.025	1.9218e+08
193	0.175	0.025	0.05	1.9188e+08
194	0.175	0.025	0.075	1.9257e+08
195	0.175	0.025	0.1	1.9180e+08
196	0.175	0.05	0.	2.4418e+08
197	0.175	0.05	0.025	2.4267e+08
198	0.175	0.05	0.05	2.4458e+08
199	0.175	0.05	0.075	2.4214e+08
200	0.175	0.05	0.1	2.4221e+08
201	0.2	-0.05	0.	4.8719e+07
202	0.2	-0.05	0.025	4.7377e+07
203	0.2	-0.05	0.05	4.8493e+07
204	0.2	-0.05	0.075	4.8635e+07
205	0.2	-0.05	0.1	4.8294e+07
206	0.2	-0.025	0.	9.5825e+07
207	0.2	-0.025	0.025	9.7176e+07
208	0.2	-0.025	0.05	9.5832e+07
209	0.2	-0.025	0.075	9.5537e+07
210	0.2	-0.025	0.1	9.5781e+07
211	0.2	0.	0.	1.4344e+08
212	0.2	0.	0.025	1.4300e+08
213	0.2	0.	0.05	1.4537e+08
214	0.2	0.	0.075	1.4320e+08
215	0.2	0.	0.1	1.4406e+08
216	0.2	0.025	0.	1.8982e+08
217	0.2	0.025	0.025	1.9209e+08
218	0.2	0.025	0.05	1.9026e+08
219	0.2	0.025	0.075	1.9023e+08
220	0.2	0.025	0.1	1.9187e+08
221	0.2	0.05	0.	2.4203e+08
222	0.2	0.05	0.025	2.4085e+08
223	0.2	0.05	0.05	2.4098e+08
224	0.2	0.05	0.075	2.3975e+08
225	0.2	0.05	0.1	2.3936e+08
226	0.225	-0.05	0.	5.1323e+07
227	0.225	-0.05	0.025	5.0770e+07
228	0.225	-0.05	0.05	5.1340e+07
229	0.225	-0.05	0.075	5.1504e+07
230	0.225	-0.05	0.1	5.0657e+07
231	0.225	-0.025	0.	9.7036e+07
232	0.225	-0.025	0.025	9.7152e+07
233	0.225	-0.025	0.05	9.6433e+07
234	0.225	-0.025	0.075	9.7211e+07
235	0.225	-0.025	0.1	9.8594e+07
236	0.225	0.	0.	1.4289e+08
237	0.225	0.	0.025	1.4562e+08
238	0.225	0.	0.05	1.4359e+08
239	0.225	0.	0.075	1.4653e+08
240	0.225	0.	0.1	1.4331e+08
241	0.225	0.025	0.	1.9032e+08
242	0.225	0.025	0.025	1.8915e+08
243	0.225	0.025	0.05	1.8949e+08
244	0.225	0.025	0.075	1.9258e+08
245	0.225	0.025	0.1	1.9126e+08
246	0.225	0.05	0.	2.3895e+08
247	0.225	0.05	0.025	2.3451e+08
248	0.225	0.05	0.05	2.3824e+08
249	0.225	0.05	0.075	2.3516e+08
250	0.225	0.05	0.1	2.3446e+08
251	0.25	-0.05	0.	5.4103e+07
252	0.25	-0.05	0.025	5.4099e+07
253	0.25	-0.05	0.05	5.4023e+07
254	0.25	-0.05	0.075	5.4310e+07
255	0.25	-0.05	0.1	5.4377e+07
256	0.25	-0.025	0.	1.0024e+08
257	0.25	-0.025	0.025	9.8133e+07
258	0.25	-0.025	0.05	1.0027e+08
259	0.25	-0.025	0.075	1.0057e+08
260	0.25	-0.025	0.1	9.8786e+07
261	0.25	0.	0.	1.4217e+08
262	0.25	0.	0.025	1.4250e+08
263	0.25	0.	0.05	1.4356e+08
264	0.25	0.	0.075	1.4642e+08
265	0.25	0.	0.1	1.4411e+08
266	0.25	0.025	0.	1.8811e+08
267	0.25	0.025	0.025	1.8800e+08
268	0.25	0.025	0.05	1.8704e+08
269	0.25	0.025	0.075	1.9036e+08
270	0.25	0.025	0.1	1.8890e+08
271	0.25	0.05	0.	2.3793e+08
272	0.25	0.05	0.025	2.3518e+08
273	0.25	0.05	0.05	2.3555e+08
274	0.25	0.05	0.075	2.3355e+08
275	0.25	0.05	0.1	2.3196e+08
276	0.275	-0.05	0.	5.6602e+07
277	0.275	-0.05	0.025	5.6376e+07
278	0.275	-0.05	0.05	5.7415e+07
279	0.275	-0.05	0.075	5.6824e+07
280	0.275	-0.05	0.1	5.7434e+07
281	0.275	-0.025	0.	1.0068e+08
282	0.275	-0.025	0.025	1.0034e+08
283	0.275	-0.025	0.05	9.9634e+07
284	0.275	-0.025	0.075	1.0082e+08
285	0.275	-0.025	0.1	1.0040e+08
286	0.275	0.	0.	1.4513e+08
287	0.275	0.	0.025	1.4327e+08
288	0.275	0.	0.05	1.4480e+08
289	0.275	0.	0.075	1.4599e+08
290	0.275	0.	0.1	1.4441e+08
291	0.275	0.025	0.	1.8872e+08
292	0.275	0.025	0.025	1.8840e+08
293	0.275	0.025	0.05	1.9039e+08
294	0.275	0.025	0.075	1.8810e+08
295	0.275	0.025	0.1	1.8859e+08
296	0.275	0.05	0.	2.3093e+08
297	0.275	0.05	0.025	2.2957e+08
298	0.275	0.05	0.05	2.2877e+08
299	0.275	0.05	0.075	2.3334e+08
300	0.275	0.05	0.1	2.2914e+08
301	0.3	-0.05	0.	6.0358e+07
302	0.3	-0.05	0.025	6.0200e+07
303	0.3	-0.05	0.05	6.0441e+07
304	0.3	-0.05	0.075	5.9753e+07
305	0.3	-0.05	0.1	5.9620e+07
306	0.3	-0.025	0.	1.0238e+08
307	0.3	-0.025	0.025	1.0184e+08
308	0.3	-0.025	0.05	1.0107e+08
309	0.3	-0.025	0.075	1.0366e+08
310	0.3	-0.025	0.1	1.0143e+08
311	0.3	0.	0.	1.4295e+08
312	0.3	0.	0.025	1.4381e+08
313	0.3	0.	0.05	1.4554e+08
314	0.3	0.	0.075	1.4160e+08
315	0.3	0.	0.1	1.4544e+08
316	0.3	0.025	0.	1.8468e+08
317	0.3	0.025	0.025	1.8643e+08
318	0.3	0.025	0.05	1.8503e+08
319	0.3	0.025	0.075	1.8901e+08
320	0.3	0.025	0.1	1.8623e+08
321	0.3	0.05	0.	2.2671e+08
322	0.3	0.05	0.025	2.2745e+08
323	0.3	0.05	0.05	2.2816e+08
324	0.3	0.05	0.075	2.2832e+08
325	0.3	0.05	0.1	2.2880e+08
326	0.325	-0.05	0.	6.2999e+07
327	0.325	-0.05	0.025	6.2306e+07
328	0.325	-0.05	0.05	6.2829e+07
329	0.325	-0.05	0.075	6.3306e+07
330	0.325	-0.05	0.1	6.2662e+07
331	0.325	-0.025	0.	1.0413e+08
332	0.325	-0.025	0.025	1.0360e+08
333	0.325	-0.025	0.05	1.0339e+08
334	0.325	-0.025	0.075	1.0456e+08
335	0.325	-0.025	0.1	1.0213e+08
336	0.325	0.	0.	1.4332e+08
337	0.325	0.	0.025	1.4551e+08
338	0.325	0.	0.05	1.4620e+08
339	0.325	0.	0.075	1.4673e+08
340	0.325	0.	0.1	1.4415e+08
341	0.325	0.025	0.	1.8522e+08
342	0.325	0.025	0.025	1.8575e+08
343	0.325	0.025	0.05	1.8642e+08
344	0.325	0.025	0.075	1.8500e+08
345	0.325	0.025	0.1	1.8591e+08
346	0.325	0.05	0.	2.2583e+08
347	0.325	0.05	0.025	2.2594e+08
348	0.325	0.05	0.05	2.2335e+08
349	0.325	0.05	0.075	2.2441e+08
350	0.325	0.05	0.1	2.2406e+08
351	0.35	-0.05	0.	6.5372e+07
352	0.35	-0.05	0.025	6.5128e+07
353	0.35	-0.05	0.05	6.5776e+07
354	0.35	-0.05	0.075	6.5861e+07
355	0.35	-0.05	0.1	6.6055e+07
356	0.35	-0.025	0.	1.0554e+08
357	0.35	-0.025	0.025	1.0523e+08
358	0.35	-0.025	0.05	1.0486e+08
359	0.35	-0.025	0.075	1.0430e+08
360	0.35	-0.025	0.1	1.0581e+08
361	0.35	0.	0.	1.4398e+08
362	0.35	0.	0.025	1.4359e+08
363	0.35	0.	0.05	1.4388e+08
364	0.35	0.	0.075	1.4325e+08
365	0.35	0.	0.1	1.4348e+08
366	0.35	0.025	0.	1.8222e+08
367	0.35	0.025	0.025	1.8262e+08
368	0.35	0.025	0.05	1.8400e+08
369	0.35	0.025	0.075	1.8364e+08
370	0.35	0.025	0.1	1.8531e+08
371	0.35	0.05	0.	2.2415e+08
372	0.35	0.05	0.025	2.2547e+08
373	0.35	0.05	0.05	2.2299e+08
374	0.35	0.05	0.075	2.2296e+08
375	0.35	0.05	0.1	2.2113e+08
376	0.375	-0.05	0.	6.9456e+07
377	0.375	-0.05	0.025	6.8638e+07
378	0.375	-0.05	0.05	6.8188e+07
379	0.375	-0.05	0.075	6.9843e+07
380	0.375	-0.05	0.1	6.8310e+07
381	0.375	-0.025	0.	1.0695e+08
382	0.375	-0.025	0.025	1.0582e+08
383	0.375	-0.025	0.05	1.0753e+08
384	0.375	-0.025	0.075	1.0765e+08
385	0.375	-0.025	0.1	1.0702e+08
386	0.375	0.	0.	1.4553e+08
387	0.375	0.	0.025	1.4410e+08
388	0.375	0.	0.05	1.4667e+08
389	0.375	0.	0.075	1.4495e+08
390	0.375	0.	0.1	1.4306e+08
391	0.375	0.025	0.	1.8164e+08
392	0.375	0.025	0.025	1.8132e+08
393	0.375	0.025	0.05	1.8118e+08
394	0.375	0.025	0.075	1.7914e+08
395	0.375	0.025	0.1	1.8210e+08
396	0.375	0.05	0.	2.1657e+08
397	0.375	0.05	0.025	2.1458e+08
398	0.375	0.05	0.05	2.1840e+08
399	0.375	0.05	0.075	2.1768e+08
400	0.375	0.05	0.1	2.1749e+08
401	0.4	-0.05	0.	7.0213e+07
402	0.4	-0.05	0.025	7.1510e+07
403	0.4	-0.05	0.05	7.1900e+07
404	0.4	-0.05	0.075	7.1635e+07
405	0.4	-0.05	0.1	7.2223e+07
406	0.4	-0.025	0.	1.0927e+08
407	0.4	-0.025	0.025	1.0852e+08
408	0.4	-0.025	0.05	1.0896e+08
409	0.4	-0.025	0.075	1.0903e+08
410	0.4	-0.025	0.1	1.0719e+08
411	0.4	0.	0.	1.4460e+08
412	0.4	0.	0.025	1.4524e+08
413	0.4	0.	0.05	1.4359e+08
414	0.4	0.	0.075	1.4318e+08
415	0.4	0.	0.1	1.4471e+08
416	0.4	0.025	0.	1.7791e+08
417	0.4	0.025	0.025	1.7848e+08
418	0.4	0.025	0.05	1.7908e+08
419	0.4	0.025	0.075	1.8069e+08
420	0.4	0.025	0.1	1.8036e+08
421	0.4	0.05	0.	2.1778e+08
422	0.4	0.05	0.025	2.1441e+08
423	0.4	0.05	0.05	2.1431e+08
424	0.4	0.05	0.075	2.1691e+08
425	0.4	0.05	0.1	2.1462e+08
426	0.425	-0.05	0.	7.4638e+07
427	0.425	-0.05	0.025	7.3886e+07
428	0.425	-0.05	0.05	7.5175e+07
429	0.425	-0.05	0.075	7.5925e+07
430	0.425	-0.05	0.1	7.4382e+07
431	0.425	-0.025	0.	1.1046e+08
432	0.425	-0.025	0.025	1.0952e+08
433	0.425	-0.025	0.05	1.0802e+08
434	0.425	-0.025	0.075	1.0879e+08
435	0.425	-0.025	0.1	1.0873e+08
436	0.425	0.	0.	1.4373e+08
437	0.425	0.	0.025	1.4458e+08
438	0.425	0.	0.05	1.4623e+08
439	0.425	0.	0.075	1.4244e+08
440	0.425	0.	0.1	1.4353e+08
441	0.425	0.025	0.	1.7726e+08
442	0.425	0.025	0.025	1.7673e+08
443	0.425	0.025	0.05	1.7868e+08
444	0.425	0.025	0.075	1.7854e+08
445	0.425	0.025	0.1	1.7595e+08
446	0.425	0.05	0.	2.1303e+08
447	0.425	0.05	0.025	2.1095e+08
448	0.425	0.05	0.05	2.1302e+08
449	0.425	0.05	0.075	2.1516e+08
450	0.425	0.05	0.1	2.1379e+08
451	0.45	-0.05	0.	7.8111e+07
452	0.45	-0.05	0.025	7.7670e+07
453	0.45	-0.05	0.05	7.8042e+07
454	0.45	-0.05	0.075	7.8351e+07
455	0.45	-0.05	0.1	7.8290e+07
456	0.45	-0.025	0.	1.1098e+08
457	0.45	-0.025	0.025	1.1126e+08
458	0.45	-0.025	0.05	1.0990e+08
459	0.45	-0.025	0.075	1.1042e+08
460	0.45	-0.025	0.1	1.1170e+08
461	0.45	0.	0.	1.4506e+08
462	0.45	0.	0.025	1.4420e+08
463	0.45	0.	0.05	1.4580e+08
464	0.45	0.	0.075	1.4468e+08
465	0.45	0.	0.1	1.4382e+08
466	0.45	0.025	0.	1.7532e+08
467	0.45	0.025	0.025	1.7908e+08
468	0.45	0.025	0.05	1.7813e+08
469	0.45	0.025	0.075	1.7959e+08
470	0.45	0.025	0.1	1.8011e+08
471	0.45	0.05	0.	2.0784e+08
472	0.45	0.05	0.025	2.0784e+08
473	0.45	0.05	0.05	2.0519e+08
474	0.45	0.05	0.075	2.1154e+08
475	0.45	0.05	0.1	2.1110e+08
476	0.475	-0.05	0.	8.1063e+07
477	0.475	-0.05	0.025	8.0205e+07
478	0.475	-0.05	0.05	8.0942e+07
479	0.475	-0.05	0.075	8.1120e+07
480	0.475	-0.05	0.1	8.1507e+07
481	0.475	-0.025	0.	1.1281e+08
482	0.475	-0.025	0.025	1.1317e+08
483	0.475	-0.025	0.05	1.1246e+08
484	0.475	-0.025	0.075	1.1363e+08
485	0.475	-0.025	0.1	1.1314e+08
486	0.475	0.	0.	1.4273e+08
487	0.475	0.	0.025	1.4570e+08
488	0.475	0.	0.05	1.4551e+08
489	0.475	0.	0.075	1.4463e+08
490	0.475	0.	0.1	1.4442e+08
491	0.475	0.025	0.	1.7787e+08
492	0.475	0.025	0.025	1.7325e+08
493	0.475	0.025	0.05	1.7729e+08
494	0.475	0.025	0.075	1.7487e+08
495	0.475	0.025	0.1	1.7708e+08
496	0.475	0.05	0.	2.0720e+08
497	0.475	0.05	0.025	2.0494e+08
498	0.475	0.05	0.05	2.0618e+08
499	0.475	0.05	0.075	2.0869e+08
500	0.475	0.05	0.1	2.0665e+08
501	0.5	-0.05	0.	8.3582e+07
502	0.5	-0.05	0.025	8.3578e+07
503	0.5	-0.05	0.05	8.4432e+07
504	0.5	-0.05	0.075	8.5176e+07
505	0.5	-0.05	0.1	8.2561e+07
506	0.5	-0.025	0.	1.1662e+08
507	0.5	-0.025	0.025	1.1425e+08
508	0.5	-0.025	0.05	1.1460e+08
509	0.5	-0.025	0.075	1.1367e+08
510	0.5	-0.025	0.1	1.1406e+08
511	0.5	0.	0.	1.4432e+08
512	0.5	0.	0.025	1.4288e+08
513	0.5	0.	0.05	1.4316e+08
514	0.5	0.	0.075	1.4546e+08
515	0.5	0.	0.1	1.4230e+08
516	0.5	0.025	0.	1.7466e+08
517	0.5	0.025	0.025	1.7353e+08
518	0.5	0.025	0.05	1.7271e+08
519	0.5	0.025	0.075	1.7679e+08
520	0.5	0.025	0.1	1.7271e+08
521	0.5	0.05	0.	2.0216e+08
522	0.5	0.05	0.025	2.0369e+08
523	0.5	0.05	0.05	2.0275e+08
524	0.5	0.05	0.075	2.0401e+08
525	0.5	0.05	0.1	2.0425e+08
526	0.525	-0.05	0.	8.7163e+07
527	0.525	-0.05	0.025	8.6914e+07
528	0.525	-0.05	0.05	8.6511e+07
529	0.525	-0.05	0.075	8.7448e+07
530	0.525	-0.05	0.1	8.6922e+07
531	0.525	-0.025	0.	1.1511e+08
532	0.525	-0.025	0.025	1.1693e+08
533	0.525	-0.025	0.05	1.1545e+08
534	0.525	-0.025	0.075	1.1658e+08
535	0.525	-0.025	0.1	1.1670e+08
536	0.525	0.	0.	1.4558e+08
537	0.525	0.	0.025	1.4489e+08
538	0.525	0.	0.05	1.4409e+08
539	0.525	0.	0.075	1.4402e+08
540	0.525	0.	0.1	1.4381e+08
541	0.525	0.025	0.	1.6955e+08
542	0.525	0.025	0.025	1.7354e+08
543	0.525	0.025	0.05	1.7288e+08
544	0.525	0.025	0.075	1.7368e+08
545	0.525	0.025	0.1	1.7238e+08
546	0.525	0.05	0.	2.0207e+08
547	0.525	0.05	0.025	1.9878e+08
548	0.525	0.05	0.05	1.9912e+08
549	0.525	0.05	0.075	1.9702e+08
550	0.525	0.05	0.1	2.0078e+08
551	0.55	-0.05	0.	8.9444e+07
552	0.55	-0.05	0.025	8.9350e+07
553	0.55	-0.05	0.05	9.0241e+07
554	0.55	-0.05	0.075	8.9694e+07
555	0.55	-0.05	0.1	8.8968e+07
556	0.55	-0.025	0.	1.1945e+08
557	0.55	-0.025	0.025	1.1703e+08
558	0.55	-0.025	0.05	1.1605e+08
559	0.55	-0.025	0.075	1.1644e+08
560	0.55	-0.025	0.1	1.1690e+08
561	0.55	0.	0.	1.4389e+08
562	0.55	0.	0.025	1.4559e+08
563	0.55	0.	0.05	1.4400e+08
564	0.55	0.	0.075	1.4623e+08
565	0.55	0.	0.1	1.4360e+08
566	0.55	0.025	0.	1.7163e+08
567	0.55	0.025	0.025	1.7244e+08
568	0.55	0.025	0.05	1.7268e+08
569	0.55	0.025	0.075	1.7284e+08
570	0.55	0.025	0.1	1.7067e+08
571	0.55	0.05	0.	1.9799e+08
572	0.55	0.05	0.025	1.9407e+08
573	0.55	0.05	0.05	1.9769e+08
574	0.55	0.05	0.075	1.9973e+08
575	0.55	0.05	0.1	1.9942e+08
576	0.575	-0.05	0.	9.2936e+07
577	0.575	-0.05	0.025	9.4264e+07
578	0.575	-0.05	0.05	9.2714e+07
579	0.575	-0.05	0.075	9.2467e+07
580	0.575	-0.05	0.1	9.2652e+07
581	0.575	-0.025	0.	1.1750e+08
582	0.575	-0.025	0.025	1.1915e+08
583	0.575	-0.025	0.05	1.1884e+08
584	0.575	-0.025	0.075	1.1914e+08
585	0.575	-0.025	0.1	1.1817e+08
586	0.575	0.	0.	1.4403e+08
587	0.575	0.	0.025	1.4158e+08
588	0.575	0.	0.05	1.4453e+08
589	0.575	0.	0.075	1.4421e+08
590	0.575	0.	0.1	1.4283e+08
591	0.575	0.025	0.	1.6940e+08
592	0.575	0.025	0.025	1.6920e+08
593	0.575	0.025	0.05	1.7194e+08
594	0.575	0.025	0.075	1.6811e+08
595	0.575	0.025	0.1	1.6999e+08
596	0.575	0.05	0.	1.9330e+08
597	0.575	0.05	0.025	1.9413e+08
598	0.575	0.05	0.05	1.9543e+08
599	0.575	0.05	0.075	1.9467e+08
600	0.575	0.05	0.1	1.9499e+08
601	0.6	-0.05	0.	9.6256e+07
602	0.6	-0.05	0.025	9.5621e+07
603	0.6	-0.05	0.05	9.6679e+07
604	0.6	-0.05	0.075	9.5765e+07
605	0.6	-0.05	0.1	9.5925e+07
606	0.6	-0.025	0.	1.2041e+08
607	0.6	-0.025	0.025	1.2028e+08
608	0.6	-0.025	0.05	1.2068e+08
609	0.6	-0.025	0.075	1.2037e+08
610	0.6	-0.025	0.1	1.2051e+08
611	0.6	0.	0.	1.4372e+08
612	0.6	0.	0.025	1.4286e+08
613	0.6	0.	0.05	1.4245e+08
614	0.6	0.	0.075	1.4217e+08
615	0.6	0.	0.1	1.4613e+08
616	0.6	0.025	0.	1.6507e+08
617	0.6	0.025	0.025	1.6965e+08
618	0.6	0.025	0.05	1.6694e+08
619	0.6	0.025	0.075	1.6964e+08
620	0.6	0.025	0.1	1.6508e+08
621	0.6	0.05	0.	1.9164e+08
622	0.6	0.05	0.025	1.9423e+08
623	0.6	0.05	0.05	1.9310e+08
624	0.6	0.05	0.075	1.9148e+08
625	0.6	0.05	0.1	1.8902e+08
626	0.625	-0.05	0.	9.7953e+07
627	0.625	-0.05	0.025	1.0010e+08
628	0.625	-0.05	0.05	9.8724e+07
629	0.625	-0.05	0.075	9.8943e+07
630	0.625	-0.05	0.1	9.9225e+07
631	0.625	-0.025	0.	1.2030e+08
632	0.625	-0.025	0.025	1.2196e+08
