Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
95	0.2	5.e-002	0.1	2.4636e-004
96	0.15	5.e-002	0.1	1.5077e-004
97	0.1	5.e-002	0.1	7.949e-005
98	5.e-002	5.e-002	0.1	3.217e-005
99	0.	5.e-002	0.1	0.
100	0.	0.	0.1	0.
101	0.	-5.e-002	0.1	0.
102	0.	0.	5.e-002	0.
103	0.	0.	0.	0.
104	0.	-5.e-002	0.	0.
105	0.	-5.e-002	5.e-002	0.
106	0.	5.e-002	0.	0.
107	0.	5.e-002	5.e-002	0.
108	0.95	5.e-002	5.e-002	3.7135e-003
109	0.9	5.e-002	5.e-002	3.4158e-003
110	0.85	5.e-002	5.e-002	3.1211e-003
111	0.8	5.e-002	5.e-002	2.831e-003
112	0.75	5.e-002	5.e-002	2.547e-003
113	0.7	5.e-002	5.e-002	2.2705e-003
114	0.65	5.e-002	5.e-002	2.0031e-003
115	0.6	5.e-002	5.e-002	1.7462e-003
116	0.55	5.e-002	5.e-002	1.5014e-003
117	0.5	5.e-002	5.e-002	1.2701e-003
118	0.45	5.e-002	5.e-002	1.0538e-003
119	0.4	5.e-002	5.e-002	8.5406e-004
120	0.35	5.e-002	5.e-002	6.7232e-004
121	0.3	5.e-002	5.e-002	5.1005e-004
122	0.25	5.e-002	5.e-002	3.6867e-004
123	0.2	5.e-002	5.e-002	2.4954e-004
124	0.15	5.e-002	5.e-002	1.5385e-004
125	0.1	5.e-002	5.e-002	8.1959e-005
126	5.e-002	5.e-002	5.e-002	3.3151e-005
127	5.e-002	5.e-002	0.	3.217e-005
128	0.1	5.e-002	0.	7.949e-005
129	0.15	5.e-002	0.	1.5077e-004
130	0.2	5.e-002	0.	2.4636e-004
131	0.25	5.e-002	0.	3.6555e-004
132	0.3	5.e-002	0.	5.0706e-004
133	0.35	5.e-002	0.	6.6951e-004
134	0.4	5.e-002	0.	8.5144e-004
135	0.45	5.e-002	0.	1.0514e-003
136	0.5	5.e-002	0.	1.2679e-003
137	0.55	5.e-002	0.	1.4994e-003
138	0.6	5.e-002	0.	1.7444e-003
139	0.65	5.e-002	0.	2.0015e-003
140	0.7	5.e-002	0.	2.2691e-003
141	0.75	5.e-002	0.	2.5458e-003
142	0.8	5.e-002	0.	2.8301e-003
143	0.85	5.e-002	0.	3.1204e-003
144	0.9	5.e-002	0.	3.4153e-003
145	0.95	5.e-002	0.	3.7131e-003
146	1.	5.e-002	0.	4.0168e-003
147	1.	5.e-002	5.e-002	4.017e-003
148	1.	0.	5.e-002	4.0014e-003
149	1.	0.	0.	4.0014e-003
150	1.	-5.e-002	0.	4.0133e-003
151	1.	-5.e-002	5.e-002	4.0132e-003
152	0.95	-5.e-002	5.e-002	3.7148e-003
153	0.9	-5.e-002	5.e-002	3.4171e-003
154	0.85	-5.e-002	5.e-002	3.1225e-003
155	0.8	-5.e-002	5.e-002	2.8325e-003
156	0.75	-5.e-002	5.e-002	2.5485e-003
157	0.7	-5.e-002	5.e-002	2.2721e-003
158	0.65	-5.e-002	5.e-002	2.0048e-003
159	0.6	-5.e-002	5.e-002	1.7479e-003
160	0.55	-5.e-002	5.e-002	1.5032e-003
161	0.5	-5.e-002	5.e-002	1.2719e-003
162	0.45	-5.e-002	5.e-002	1.0557e-003
163	0.4	-5.e-002	5.e-002	8.5603e-004
164	0.35	-5.e-002	5.e-002	6.7434e-004
165	0.3	-5.e-002	5.e-002	5.1209e-004
166	0.25	-5.e-002	5.e-002	3.7074e-004
167	0.2	-5.e-002	5.e-002	2.5159e-004
168	0.15	-5.e-002	5.e-002	1.5581e-004
169	0.1	-5.e-002	5.e-002	8.3707e-005
170	5.e-002	-5.e-002	5.e-002	3.4114e-005
171	0.95	-5.e-002	0.	3.7147e-003
172	0.9	-5.e-002	0.	3.4167e-003
173	0.85	-5.e-002	0.	3.1218e-003
174	0.8	-5.e-002	0.	2.8316e-003
175	0.75	-5.e-002	0.	2.5474e-003
176	0.7	-5.e-002	0.	2.2708e-003
177	0.65	-5.e-002	0.	2.0032e-003
178	0.6	-5.e-002	0.	1.7462e-003
179	0.55	-5.e-002	0.	1.5012e-003
180	0.5	-5.e-002	0.	1.2697e-003
181	0.45	-5.e-002	0.	1.0533e-003
182	0.4	-5.e-002	0.	8.5343e-004
183	0.35	-5.e-002	0.	6.7154e-004
184	0.3	-5.e-002	0.	5.0913e-004
185	0.25	-5.e-002	0.	3.6763e-004
186	0.2	-5.e-002	0.	2.4843e-004
187	0.15	-5.e-002	0.	1.5274e-004
188	0.1	-5.e-002	0.	8.1173e-005
189	5.e-002	-5.e-002	0.	3.2856e-005
190	0.925	-8.6736e-019	5.e-002	3.5522e-003
191	0.95	-2.6021e-018	2.5e-002	3.7016e-003
192	0.95	-8.6736e-019	7.5e-002	3.7016e-003
193	0.95	2.5e-002	5.e-002	3.7045e-003
194	0.975	-8.6736e-019	5.e-002	3.8522e-003
195	0.95	-2.5e-002	5.e-002	3.7052e-003
196	0.875	1.7256e-031	5.e-002	3.2548e-003
197	0.9	1.4791e-031	2.5e-002	3.403e-003
198	0.9	4.9304e-032	7.5e-002	3.403e-003
199	0.9	2.5e-002	5.e-002	3.4061e-003
200	0.9	-2.5e-002	5.e-002	3.4068e-003
201	0.825	1.7347e-018	5.e-002	2.9612e-003
202	0.85	3.6978e-031	2.5e-002	3.1072e-003
203	0.85	1.2326e-031	7.5e-002	3.1072e-003
204	0.85	2.5e-002	5.e-002	3.1106e-003
205	0.85	-2.5e-002	5.e-002	3.1114e-003
206	0.775	1.7347e-018	5.e-002	2.6729e-003
207	0.8	5.2042e-018	2.5e-002	2.816e-003
208	0.8	1.7347e-018	7.5e-002	2.816e-003
209	0.8	2.5e-002	5.e-002	2.8198e-003
210	0.8	-2.5e-002	5.e-002	2.8205e-003
211	0.725	-1.8489e-032	5.e-002	2.3914e-003
212	0.75	-5.5467e-032	2.5e-002	2.5309e-003
213	0.75	-1.8489e-032	7.5e-002	2.5309e-003
214	0.75	2.5e-002	5.e-002	2.5349e-003
215	0.75	-2.5e-002	5.e-002	2.5357e-003
216	0.675	1.2326e-032	5.e-002	2.1182e-003
217	0.7	0.	2.5e-002	2.2533e-003
218	0.7	0.	7.5e-002	2.2533e-003
219	0.7	2.5e-002	5.e-002	2.2576e-003
220	0.7	-2.5e-002	5.e-002	2.2585e-003
221	0.625	1.2326e-032	5.e-002	1.8547e-003
222	0.65	3.6978e-032	2.5e-002	1.9847e-003
223	0.65	1.2326e-032	7.5e-002	1.9847e-003
224	0.65	2.5e-002	5.e-002	1.9894e-003
225	0.65	-2.5e-002	5.e-002	1.9903e-003
226	0.575	1.2326e-032	5.e-002	1.6026e-003
227	0.6	0.	2.5e-002	1.7267e-003
228	0.6	0.	7.5e-002	1.7267e-003
229	0.6	2.5e-002	5.e-002	1.7317e-003
230	0.6	-2.5e-002	5.e-002	1.7326e-003
231	0.525	-1.7347e-018	5.e-002	1.3633e-003
232	0.55	3.6978e-032	2.5e-002	1.4808e-003
233	0.55	1.2326e-032	7.5e-002	1.4808e-003
234	0.55	2.5e-002	5.e-002	1.4861e-003
235	0.55	-2.5e-002	5.e-002	1.487e-003
236	0.475	-3.4694e-018	5.e-002	1.1383e-003
237	0.5	-5.2042e-018	2.5e-002	1.2484e-003
238	0.5	-1.7347e-018	7.5e-002	1.2484e-003
239	0.5	2.5e-002	5.e-002	1.254e-003
240	0.5	-2.5e-002	5.e-002	1.2549e-003
241	0.425	-1.7347e-018	5.e-002	9.2906e-004
242	0.45	-5.2042e-018	2.5e-002	1.031e-003
243	0.45	-1.7347e-018	7.5e-002	1.031e-003
244	0.45	2.5e-002	5.e-002	1.0369e-003
245	0.45	-2.5e-002	5.e-002	1.0379e-003
246	0.375	2.7733e-032	5.e-002	7.3712e-004
247	0.4	8.32e-032	2.5e-002	8.3016e-004
248	0.4	2.7733e-032	7.5e-002	8.3016e-004
249	0.4	2.5e-002	5.e-002	8.3643e-004
250	0.4	-2.5e-002	5.e-002	8.3743e-004
251	0.325	0.	5.e-002	5.6399e-004
252	0.35	0.	2.5e-002	6.4739e-004
253	0.35	0.	7.5e-002	6.4739e-004
254	0.35	2.5e-002	5.e-002	6.5396e-004
255	0.35	-2.5e-002	5.e-002	6.55e-004
256	0.275	-3.0815e-033	5.e-002	4.1115e-004
257	0.3	0.	2.5e-002	4.8415e-004
258	0.3	0.	7.5e-002	4.8415e-004
259	0.3	2.5e-002	5.e-002	4.9104e-004
260	0.3	-2.5e-002	5.e-002	4.921e-004
261	0.225	-8.6736e-019	5.e-002	2.801e-004
262	0.25	-9.2445e-033	2.5e-002	3.4197e-004
263	0.25	-3.0815e-033	7.5e-002	3.4197e-004
264	0.25	2.5e-002	5.e-002	3.4914e-004
265	0.25	-2.5e-002	5.e-002	3.5023e-004
266	0.175	-8.6736e-019	5.e-002	1.7236e-004
267	0.2	-2.6021e-018	2.5e-002	2.2233e-004
268	0.2	-8.6736e-019	7.5e-002	2.2233e-004
269	0.2	2.5e-002	5.e-002	2.2976e-004
270	0.2	-2.5e-002	5.e-002	2.3088e-004
271	0.125	-8.6736e-019	5.e-002	8.9387e-005
272	0.15	1.3867e-032	2.5e-002	1.2677e-004
273	0.15	4.6222e-033	7.5e-002	1.2677e-004
274	0.15	2.5e-002	5.e-002	1.3433e-004
275	0.15	-2.5e-002	5.e-002	1.3548e-004
276	7.5e-002	-8.6736e-019	5.e-002	3.2593e-005
277	0.1	-2.6021e-018	2.5e-002	5.6672e-005
278	0.1	-8.6736e-019	7.5e-002	5.6672e-005
279	0.1	2.5e-002	5.e-002	6.4267e-005
280	0.1	-2.5e-002	5.e-002	6.5395e-005
281	5.e-002	-4.6222e-033	2.5e-002	1.4313e-005
282	5.e-002	-1.5407e-033	7.5e-002	1.4313e-005
283	2.5e-002	-1.5407e-033	5.e-002	2.9477e-006
284	5.e-002	2.5e-002	5.e-002	1.986e-005
285	5.e-002	-2.5e-002	5.e-002	2.0983e-005
286	7.5e-002	-1.7347e-018	0.	2.8752e-005
287	2.5e-002	-3.0815e-033	0.	1.2399e-006
288	5.e-002	2.5e-002	0.	1.8204e-005
289	5.e-002	-2.5e-002	0.	1.9135e-005
290	0.125	-1.7347e-018	0.	8.5483e-005
291	0.1	2.5e-002	0.	6.0793e-005
292	0.1	-2.5e-002	0.	6.191e-005
293	0.175	-1.7347e-018	0.	1.6868e-004
294	0.15	2.5e-002	0.	1.3075e-004
295	0.15	-2.5e-002	0.	1.3191e-004
296	0.225	-1.7347e-018	0.	2.7664e-004
297	0.2	2.5e-002	0.	2.2628e-004
298	0.2	-2.5e-002	0.	2.2741e-004
299	0.275	-6.163e-033	0.	4.0791e-004
300	0.25	2.5e-002	0.	3.4584e-004
301	0.25	-2.5e-002	0.	3.4695e-004
302	0.325	0.	0.	5.6097e-004
303	0.3	2.5e-002	0.	4.8794e-004
304	0.3	-2.5e-002	0.	4.8901e-004
305	0.375	5.5467e-032	0.	7.3433e-004
306	0.35	2.5e-002	0.	6.5107e-004
307	0.35	-2.5e-002	0.	6.5212e-004
308	0.425	-3.4694e-018	0.	9.2649e-004
309	0.4	2.5e-002	0.	8.3375e-004
310	0.4	-2.5e-002	0.	8.3477e-004
311	0.475	-6.9389e-018	0.	1.1359e-003
312	0.45	2.5e-002	0.	1.0345e-003
313	0.45	-2.5e-002	0.	1.0355e-003
314	0.525	-3.4694e-018	0.	1.3612e-003
315	0.5	2.5e-002	0.	1.2518e-003
316	0.5	-2.5e-002	0.	1.2527e-003
317	0.575	2.4652e-032	0.	1.6007e-003
318	0.55	2.5e-002	0.	1.4841e-003
319	0.55	-2.5e-002	0.	1.485e-003
320	0.625	2.4652e-032	0.	1.8531e-003
321	0.6	2.5e-002	0.	1.7299e-003
322	0.6	-2.5e-002	0.	1.7308e-003
323	0.675	2.4652e-032	0.	2.1167e-003
324	0.65	2.5e-002	0.	1.9878e-003
325	0.65	-2.5e-002	0.	1.9887e-003
326	0.725	-3.6978e-032	0.	2.3902e-003
327	0.7	2.5e-002	0.	2.2563e-003
328	0.7	-2.5e-002	0.	2.2571e-003
329	0.775	3.4694e-018	0.	2.6719e-003
330	0.75	2.5e-002	0.	2.5338e-003
331	0.75	-2.5e-002	0.	2.5346e-003
332	0.825	3.4694e-018	0.	2.9604e-003
333	0.8	2.5e-002	0.	2.8189e-003
334	0.8	-2.5e-002	0.	2.8196e-003
335	0.875	3.4513e-031	0.	3.2542e-003
336	0.85	2.5e-002	0.	3.11e-003
337	0.85	-2.5e-002	0.	3.1107e-003
338	0.925	-1.7347e-018	0.	3.5518e-003
339	0.9	2.5e-002	0.	3.4056e-003
340	0.9	-2.5e-002	0.	3.4064e-003
341	0.95	2.5e-002	0.	3.7042e-003
342	0.975	-1.7347e-018	0.	3.8522e-003
343	0.95	-2.5e-002	0.	3.7051e-003
344	0.925	0.	0.1	3.5518e-003
345	0.95	-2.5e-002	0.1	3.7051e-003
346	0.975	0.	0.1	3.8522e-003
347	0.95	2.5e-002	0.1	3.7042e-003
348	0.875	0.	0.1	3.2542e-003
349	0.9	-2.5e-002	0.1	3.4064e-003
350	0.9	2.5e-002	0.1	3.4056e-003
351	0.825	0.	0.1	2.9604e-003
352	0.85	-2.5e-002	0.1	3.1107e-003
353	0.85	2.5e-002	0.1	3.11e-003
354	0.775	0.	0.1	2.6719e-003
355	0.8	-2.5e-002	0.1	2.8196e-003
356	0.8	2.5e-002	0.1	2.8189e-003
357	0.725	0.	0.1	2.3902e-003
358	0.75	-2.5e-002	0.1	2.5346e-003
359	0.75	2.5e-002	0.1	2.5338e-003
360	0.675	0.	0.1	2.1167e-003
361	0.7	-2.5e-002	0.1	2.2571e-003
362	0.7	2.5e-002	0.1	2.2563e-003
363	0.625	0.	0.1	1.8531e-003
364	0.65	-2.5e-002	0.1	1.9887e-003
365	0.65	2.5e-002	0.1	1.9878e-003
366	0.575	0.	0.1	1.6007e-003
367	0.6	-2.5e-002	0.1	1.7308e-003
368	0.6	2.5e-002	0.1	1.7299e-003
369	0.525	0.	0.1	1.3612e-003
370	0.55	-2.5e-002	0.1	1.485e-003
371	0.55	2.5e-002	0.1	1.4841e-003
372	0.475	0.	0.1	1.1359e-003
373	0.5	-2.5e-002	0.1	1.2527e-003
374	0.5	2.5e-002	0.1	1.2518e-003
375	0.425	0.	0.1	9.2649e-004
376	0.45	-2.5e-002	0.1	1.0355e-003
377	0.45	2.5e-002	0.1	1.0345e-003
378	0.375	0.	0.1	7.3433e-004
379	0.4	-2.5e-002	0.1	8.3477e-004
380	0.4	2.5e-002	0.1	8.3375e-004
381	0.325	0.	0.1	5.6097e-004
382	0.35	-2.5e-002	0.1	6.5212e-004
383	0.35	2.5e-002	0.1	6.5107e-004
384	0.275	0.	0.1	4.0791e-004
385	0.3	-2.5e-002	0.1	4.8901e-004
386	0.3	2.5e-002	0.1	4.8794e-004
387	0.225	0.	0.1	2.7664e-004
388	0.25	-2.5e-002	0.1	3.4695e-004
389	0.25	2.5e-002	0.1	3.4584e-004
390	0.175	0.	0.1	1.6868e-004
391	0.2	-2.5e-002	0.1	2.2741e-004
392	0.2	2.5e-002	0.1	2.2628e-004
393	0.125	0.	0.1	8.5483e-005
394	0.15	-2.5e-002	0.1	1.3191e-004
395	0.15	2.5e-002	0.1	1.3075e-004
396	7.5e-002	0.	0.1	2.8752e-005
397	0.1	-2.5e-002	0.1	6.191e-005
398	0.1	2.5e-002	0.1	6.0793e-005
399	5.e-002	-2.5e-002	0.1	1.9135e-005
400	5.e-002	2.5e-002	0.1	1.8204e-005
401	2.5e-002	0.	0.1	1.2399e-006
402	7.5e-002	-5.e-002	0.1	5.4474e-005
403	2.5e-002	-5.e-002	0.1	1.5954e-005
404	5.e-002	-5.e-002	7.5e-002	3.3446e-005
405	0.125	-5.e-002	0.1	1.1396e-004
406	0.1	-5.e-002	7.5e-002	8.3157e-005
407	0.175	-5.e-002	0.1	1.9758e-004
408	0.15	-5.e-002	7.5e-002	1.5504e-004
409	0.225	-5.e-002	0.1	3.0517e-004
410	0.2	-5.e-002	7.5e-002	2.5082e-004
411	0.275	-5.e-002	0.1	4.3568e-004
412	0.25	-5.e-002	7.5e-002	3.6997e-004
413	0.325	-5.e-002	0.1	5.8781e-004
414	0.3	-5.e-002	7.5e-002	5.1136e-004
415	0.375	-5.e-002	0.1	7.6014e-004
416	0.35	-5.e-002	7.5e-002	6.7365e-004
417	0.425	-5.e-002	0.1	9.5122e-004
418	0.4	-5.e-002	7.5e-002	8.5539e-004
419	0.475	-5.e-002	0.1	1.1596e-003
420	0.45	-5.e-002	7.5e-002	1.0551e-003
421	0.525	-5.e-002	0.1	1.3837e-003
422	0.5	-5.e-002	7.5e-002	1.2714e-003
423	0.575	-5.e-002	0.1	1.6221e-003
424	0.55	-5.e-002	7.5e-002	1.5027e-003
425	0.625	-5.e-002	0.1	1.8733e-003
426	0.6	-5.e-002	7.5e-002	1.7475e-003
427	0.675	-5.e-002	0.1	2.1358e-003
428	0.65	-5.e-002	7.5e-002	2.0044e-003
429	0.725	-5.e-002	0.1	2.4081e-003
430	0.7	-5.e-002	7.5e-002	2.2718e-003
431	0.775	-5.e-002	0.1	2.6887e-003
432	0.75	-5.e-002	7.5e-002	2.5483e-003
433	0.825	-5.e-002	0.1	2.9761e-003
434	0.8	-5.e-002	7.5e-002	2.8323e-003
435	0.875	-5.e-002	0.1	3.2688e-003
436	0.85	-5.e-002	7.5e-002	3.1223e-003
437	0.925	-5.e-002	0.1	3.5653e-003
438	0.9	-5.e-002	7.5e-002	3.417e-003
439	0.975	-5.e-002	0.1	3.8638e-003
440	0.95	-5.e-002	7.5e-002	3.7147e-003
441	1.	-2.5e-002	0.1	4.0044e-003
442	1.	-5.e-002	7.5e-002	4.0132e-003
443	1.	2.5e-002	0.1	4.0059e-003
444	1.	0.	7.5e-002	4.0013e-003
445	0.975	5.e-002	0.1	3.8628e-003
446	1.	5.e-002	7.5e-002	4.017e-003
447	0.925	5.e-002	0.1	3.5638e-003
448	0.95	5.e-002	7.5e-002	3.7134e-003
449	0.875	5.e-002	0.1	3.2673e-003
450	0.9	5.e-002	7.5e-002	3.4156e-003
451	0.825	5.e-002	0.1	2.9746e-003
452	0.85	5.e-002	7.5e-002	3.1209e-003
453	0.775	5.e-002	0.1	2.6871e-003
454	0.8	5.e-002	7.5e-002	2.8308e-003
455	0.725	5.e-002	0.1	2.4065e-003
456	0.75	5.e-002	7.5e-002	2.5467e-003
457	0.675	5.e-002	0.1	2.1341e-003
458	0.7	5.e-002	7.5e-002	2.2702e-003
459	0.625	5.e-002	0.1	1.8715e-003
460	0.65	5.e-002	7.5e-002	2.0027e-003
461	0.575	5.e-002	0.1	1.6203e-003
462	0.6	5.e-002	7.5e-002	1.7457e-003
463	0.525	5.e-002	0.1	1.3818e-003
464	0.55	5.e-002	7.5e-002	1.5009e-003
465	0.475	5.e-002	0.1	1.1576e-003
466	0.5	5.e-002	7.5e-002	1.2695e-003
467	0.425	5.e-002	0.1	9.4925e-004
468	0.45	5.e-002	7.5e-002	1.0532e-003
469	0.375	5.e-002	0.1	7.5813e-004
470	0.4	5.e-002	7.5e-002	8.5341e-004
471	0.325	5.e-002	0.1	5.8576e-004
472	0.35	5.e-002	7.5e-002	6.7163e-004
473	0.275	5.e-002	0.1	4.336e-004
474	0.3	5.e-002	7.5e-002	5.0931e-004
475	0.225	5.e-002	0.1	3.0309e-004
476	0.25	5.e-002	7.5e-002	3.679e-004
477	0.175	5.e-002	0.1	1.9556e-004
478	0.2	5.e-002	7.5e-002	2.4876e-004
479	0.125	5.e-002	0.1	1.121e-004
480	0.15	5.e-002	7.5e-002	1.5308e-004
481	7.5e-002	5.e-002	0.1	5.3249e-005
482	0.1	5.e-002	7.5e-002	8.1441e-005
483	2.5e-002	5.e-002	0.1	1.64e-005
484	5.e-002	5.e-002	7.5e-002	3.2481e-005
485	0.	2.5e-002	0.1	0.
486	0.	5.e-002	7.5e-002	0.
487	0.	-2.5e-002	0.1	0.
488	0.	0.	7.5e-002	0.
489	0.	-5.e-002	7.5e-002	0.
490	0.	0.	2.5e-002	0.
491	0.	-2.5e-002	5.e-002	0.
492	0.	2.5e-002	5.e-002	0.
493	0.	-2.5e-002	0.	0.
494	0.	2.5e-002	0.	0.
495	0.	-5.e-002	2.5e-002	0.
496	2.5e-002	-5.e-002	0.	1.5954e-005
497	2.5e-002	-5.e-002	5.e-002	1.5243e-005
498	0.	5.e-002	2.5e-002	0.
499	2.5e-002	5.e-002	0.	1.64e-005
500	2.5e-002	5.e-002	5.e-002	1.4898e-005
501	0.925	5.e-002	5.e-002	3.5643e-003
502	0.95	5.e-002	2.5e-002	3.7134e-003
503	0.975	5.e-002	5.e-002	3.8631e-003
504	0.875	5.e-002	5.e-002	3.2679e-003
505	0.9	5.e-002	2.5e-002	3.4156e-003
506	0.825	5.e-002	5.e-002	2.9754e-003
507	0.85	5.e-002	2.5e-002	3.1209e-003
508	0.775	5.e-002	5.e-002	2.6881e-003
509	0.8	5.e-002	2.5e-002	2.8308e-003
510	0.725	5.e-002	5.e-002	2.4077e-003
511	0.75	5.e-002	2.5e-002	2.5467e-003
512	0.675	5.e-002	5.e-002	2.1356e-003
513	0.7	5.e-002	2.5e-002	2.2702e-003
514	0.625	5.e-002	5.e-002	1.8732e-003
515	0.65	5.e-002	2.5e-002	2.0027e-003
516	0.575	5.e-002	5.e-002	1.6222e-003
517	0.6	5.e-002	2.5e-002	1.7457e-003
518	0.525	5.e-002	5.e-002	1.3839e-003
519	0.55	5.e-002	2.5e-002	1.5009e-003
520	0.475	5.e-002	5.e-002	1.16e-003
521	0.5	5.e-002	2.5e-002	1.2695e-003
522	0.425	5.e-002	5.e-002	9.5178e-004
523	0.45	5.e-002	2.5e-002	1.0532e-003
524	0.375	5.e-002	5.e-002	7.6085e-004
525	0.4	5.e-002	2.5e-002	8.5341e-004
526	0.325	5.e-002	5.e-002	5.8866e-004
527	0.35	5.e-002	2.5e-002	6.7163e-004
528	0.275	5.e-002	5.e-002	4.3666e-004
529	0.3	5.e-002	2.5e-002	5.0931e-004
530	0.225	5.e-002	5.e-002	3.0625e-004
531	0.25	5.e-002	2.5e-002	3.679e-004
532	0.175	5.e-002	5.e-002	1.9871e-004
533	0.2	5.e-002	2.5e-002	2.4876e-004
534	0.125	5.e-002	5.e-002	1.1496e-004
535	0.15	5.e-002	2.5e-002	1.5308e-004
536	7.5e-002	5.e-002	5.e-002	5.5087e-005
537	0.1	5.e-002	2.5e-002	8.1441e-005
538	5.e-002	5.e-002	2.5e-002	3.2481e-005
539	7.5e-002	5.e-002	0.	5.3249e-005
540	0.125	5.e-002	0.	1.121e-004
541	0.175	5.e-002	0.	1.9556e-004
542	0.225	5.e-002	0.	3.0309e-004
543	0.275	5.e-002	0.	4.336e-004
544	0.325	5.e-002	0.	5.8576e-004
545	0.375	5.e-002	0.	7.5813e-004
546	0.425	5.e-002	0.	9.4925e-004
547	0.475	5.e-002	0.	1.1576e-003
548	0.525	5.e-002	0.	1.3818e-003
549	0.575	5.e-002	0.	1.6203e-003
550	0.625	5.e-002	0.	1.8715e-003
