Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
1	0.95	-1.7347e-018	5.e-002	3.5052e-003
2	0.9	9.8608e-032	5.e-002	3.2313e-003
3	0.85	2.4652e-031	5.e-002	2.9589e-003
4	0.8	3.4694e-018	5.e-002	2.6896e-003
5	0.75	-3.6978e-032	5.e-002	2.425e-003
6	0.7	0.	5.e-002	2.1666e-003
7	0.65	2.4652e-032	5.e-002	1.9159e-003
8	0.6	0.	5.e-002	1.6745e-003
9	0.55	2.4652e-032	5.e-002	1.4437e-003
10	0.5	-3.4694e-018	5.e-002	1.2252e-003
11	0.45	-3.4694e-018	5.e-002	1.0204e-003
12	0.4	5.5467e-032	5.e-002	8.3078e-004
13	0.35	0.	5.e-002	6.5786e-004
14	0.3	0.	5.e-002	5.031e-004
15	0.25	-6.163e-033	5.e-002	3.6794e-004
16	0.2	-1.7347e-018	5.e-002	2.5381e-004
17	0.15	9.2445e-033	5.e-002	1.6156e-004
18	0.1	-1.7347e-018	5.e-002	9.3308e-005
19	5.e-002	-3.0815e-033	5.e-002	4.3728e-005
20	5.e-002	-6.163e-033	0.	5.1594e-005
21	0.1	-3.4694e-018	0.	9.6077e-005
22	0.15	1.8489e-032	0.	1.6172e-004
23	0.2	-3.4694e-018	0.	2.5245e-004
24	0.25	-1.2326e-032	0.	3.6589e-004
25	0.3	0.	0.	5.0073e-004
26	0.35	0.	0.	6.5536e-004
27	0.4	1.1093e-031	0.	8.2828e-004
28	0.45	-6.9389e-018	0.	1.0179e-003
29	0.5	-6.9389e-018	0.	1.2229e-003
30	0.55	4.9304e-032	0.	1.4415e-003
31	0.6	0.	0.	1.6724e-003
32	0.65	4.9304e-032	0.	1.914e-003
33	0.7	0.	0.	2.1649e-003
34	0.75	-7.3956e-032	0.	2.4234e-003
35	0.8	6.9389e-018	0.	2.6882e-003
36	0.85	4.9304e-031	0.	2.9577e-003
37	0.9	1.9722e-031	0.	3.2304e-003
38	0.95	-3.4694e-018	0.	3.5044e-003
39	0.95	0.	0.1	3.5044e-003
40	0.9	0.	0.1	3.2304e-003
41	0.85	0.	0.1	2.9577e-003
42	0.8	0.	0.1	2.6882e-003
43	0.75	0.	0.1	2.4234e-003
44	0.7	0.	0.1	2.1649e-003
45	0.65	0.	0.1	1.914e-003
46	0.6	0.	0.1	1.6724e-003
47	0.55	0.	0.1	1.4415e-003
48	0.5	0.	0.1	1.2229e-003
49	0.45	0.	0.1	1.0179e-003
50	0.4	0.	0.1	8.2828e-004
51	0.35	0.	0.1	6.5536e-004
52	0.3	0.	0.1	5.0073e-004
53	0.25	0.	0.1	3.6589e-004
54	0.2	0.	0.1	2.5245e-004
55	0.15	0.	0.1	1.6172e-004
56	0.1	0.	0.1	9.6077e-005
57	5.e-002	0.	0.1	5.1594e-005
58	5.e-002	-5.e-002	0.1	6.0542e-005
59	0.1	-5.e-002	0.1	9.9668e-005
60	0.15	-5.e-002	0.1	1.6228e-004
61	0.2	-5.e-002	0.1	2.509e-004
62	0.25	-5.e-002	0.1	3.6322e-004
63	0.3	-5.e-002	0.1	4.9728e-004
64	0.35	-5.e-002	0.1	6.5134e-004
65	0.4	-5.e-002	0.1	8.2379e-004
66	0.45	-5.e-002	0.1	1.0131e-003
67	0.5	-5.e-002	0.1	1.2177e-003
68	0.55	-5.e-002	0.1	1.4361e-003
69	0.6	-5.e-002	0.1	1.6667e-003
70	0.65	-5.e-002	0.1	1.9082e-003
71	0.7	-5.e-002	0.1	2.1589e-003
72	0.75	-5.e-002	0.1	2.4174e-003
73	0.8	-5.e-002	0.1	2.6822e-003
74	0.85	-5.e-002	0.1	2.9518e-003
75	0.9	-5.e-002	0.1	3.2246e-003
76	0.95	-5.e-002	0.1	3.4992e-003
77	1.	-5.e-002	0.1	3.7726e-003
78	1.	0.	0.1	3.7781e-003
79	1.	5.e-002	0.1	3.8104e-003
80	0.95	5.e-002	0.1	3.5335e-003
81	0.9	5.e-002	0.1	3.2615e-003
82	0.85	5.e-002	0.1	2.9909e-003
83	0.8	5.e-002	0.1	2.7236e-003
84	0.75	5.e-002	0.1	2.4609e-003
85	0.7	5.e-002	0.1	2.2044e-003
86	0.65	5.e-002	0.1	1.9555e-003
87	0.6	5.e-002	0.1	1.7157e-003
88	0.55	5.e-002	0.1	1.4867e-003
89	0.5	5.e-002	0.1	1.2697e-003
90	0.45	5.e-002	0.1	1.0663e-003
91	0.4	5.e-002	0.1	8.7788e-004
92	0.35	5.e-002	0.1	7.0593e-004
93	0.3	5.e-002	0.1	5.5173e-004
94	0.25	5.e-002	0.1	4.1649e-004
95	0.2	5.e-002	0.1	3.0117e-004
96	0.15	5.e-002	0.1	2.0604e-004
97	0.1	5.e-002	0.1	1.3085e-004
98	5.e-002	5.e-002	0.1	6.8422e-005
99	0.	5.e-002	0.1	0.
100	0.	0.	0.1	0.
101	0.	-5.e-002	0.1	0.
102	0.	0.	5.e-002	0.
103	0.	0.	0.	0.
104	0.	-5.e-002	0.	0.
105	0.	-5.e-002	5.e-002	0.
106	0.	5.e-002	0.	0.
107	0.	5.e-002	5.e-002	0.
