Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
1	0.95	-1.7347e-018	5.e-002	1.7228e-003
2	0.9	9.8608e-032	5.e-002	1.5959e-003
3	0.85	2.4652e-031	5.e-002	1.4689e-003
4	0.8	3.4694e-018	5.e-002	1.343e-003
5	0.75	-3.6978e-032	5.e-002	1.2188e-003
6	0.7	0.	5.e-002	1.0971e-003
7	0.65	2.4652e-032	5.e-002	9.7868e-004
8	0.6	0.	5.e-002	8.6419e-004
9	0.55	2.4652e-032	5.e-002	7.5439e-004
10	0.5	-3.4694e-018	5.e-002	6.4999e-004
11	0.45	-3.4694e-018	5.e-002	5.5168e-004
12	0.4	5.5467e-032	5.e-002	4.6012e-004
13	0.35	0.	5.e-002	3.7595e-004
14	0.3	0.	5.e-002	2.9973e-004
15	0.25	-6.163e-033	5.e-002	2.3185e-004
16	0.2	-1.7347e-018	5.e-002	1.7267e-004
17	0.15	9.2445e-033	5.e-002	1.2162e-004
18	0.1	-1.7347e-018	5.e-002	8.0065e-005
19	5.e-002	-3.0815e-033	5.e-002	4.199e-005
20	5.e-002	-6.163e-033	0.	5.0825e-005
21	0.1	-3.4694e-018	0.	8.5348e-005
22	0.15	1.8489e-032	0.	1.2496e-004
23	0.2	-3.4694e-018	0.	1.7442e-004
24	0.25	-1.2326e-032	0.	2.3268e-004
25	0.3	0.	0.	2.9995e-004
26	0.35	0.	0.	3.7579e-004
27	0.4	1.1093e-031	0.	4.5971e-004
28	0.45	-6.9389e-018	0.	5.511e-004
29	0.5	-6.9389e-018	0.	6.4932e-004
30	0.55	4.9304e-032	0.	7.5367e-004
31	0.6	0.	0.	8.6345e-004
32	0.65	4.9304e-032	0.	9.7795e-004
33	0.7	0.	0.	1.0964e-003
34	0.75	-7.3956e-032	0.	1.2182e-003
35	0.8	6.9389e-018	0.	1.3424e-003
36	0.85	4.9304e-031	0.	1.4684e-003
37	0.9	1.9722e-031	0.	1.5954e-003
38	0.95	-3.4694e-018	0.	1.7224e-003
39	0.95	0.	0.1	1.7224e-003
40	0.9	0.	0.1	1.5954e-003
41	0.85	0.	0.1	1.4684e-003
42	0.8	0.	0.1	1.3424e-003
43	0.75	0.	0.1	1.2182e-003
44	0.7	0.	0.1	1.0964e-003
45	0.65	0.	0.1	9.7795e-004
46	0.6	0.	0.1	8.6345e-004
47	0.55	0.	0.1	7.5367e-004
48	0.5	0.	0.1	6.4932e-004
49	0.45	0.	0.1	5.511e-004
50	0.4	0.	0.1	4.5971e-004
51	0.35	0.	0.1	3.7579e-004
52	0.3	0.	0.1	2.9995e-004
53	0.25	0.	0.1	2.3268e-004
54	0.2	0.	0.1	1.7442e-004
55	0.15	0.	0.1	1.2496e-004
56	0.1	0.	0.1	8.5348e-005
57	5.e-002	0.	0.1	5.0825e-005
