Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
308	0.3	-0.025	0.05	5.9890e+07
309	0.3	-0.025	0.075	6.0220e+07
310	0.3	-0.025	0.1	6.0864e+07
311	0.3	0.	0.	1.4535e+08
312	0.3	0.	0.025	1.4507e+08
313	0.3	0.	0.05	1.4543e+08
314	0.3	0.	0.075	1.4467e+08
315	0.3	0.	0.1	1.4378e+08
316	0.3	0.025	0.	2.2641e+08
317	0.3	0.025	0.025	2.2583e+08
318	0.3	0.025	0.05	2.2772e+08
319	0.3	0.025	0.075	2.2957e+08
320	0.3	0.025	0.1	2.2857e+08
321	0.3	0.05	0.	3.1206e+08
322	0.3	0.05	0.025	3.0937e+08
323	0.3	0.05	0.05	3.1844e+08
324	0.3	0.05	0.075	3.0994e+08
325	0.3	0.05	0.1	3.1230e+08
326	0.325	-0.05	0.	1.8144e+07
327	0.325	-0.05	0.025	1.8006e+07
328	0.325	-0.05	0.05	1.7884e+07
329	0.325	-0.05	0.075	1.8116e+07
330	0.325	-0.05	0.1	1.7807e+07
331	0.325	-0.025	0.	6.4365e+07
332	0.325	-0.025	0.025	6.3624e+07
333	0.325	-0.025	0.05	6.3352e+07
334	0.325	-0.025	0.075	6.2761e+07
335	0.325	-0.025	0.1	6.2895e+07
336	0.325	0.	0.	1.4431e+08
337	0.325	0.	0.025	1.4656e+08
338	0.325	0.	0.05	1.4464e+08
339	0.325	0.	0.075	1.4478e+08
340	0.325	0.	0.1	1.4482e+08
341	0.325	0.025	0.	2.2939e+08
342	0.325	0.025	0.025	2.2434e+08
343	0.325	0.025	0.05	2.2795e+08
344	0.325	0.025	0.075	2.2442e+08
345	0.325	0.025	0.1	2.2387e+08
346	0.325	0.05	0.	3.0581e+08
347	0.325	0.05	0.025	3.0579e+08
348	0.325	0.05	0.05	3.0738e+08
349	0.325	0.05	0.075	3.0031e+08
350	0.325	0.05	0.1	3.0636e+08
351	0.35	-0.05	0.	1.1943e+07
352	0.35	-0.05	0.025	1.1931e+07
353	0.35	-0.05	0.05	1.1876e+07
354	0.35	-0.05	0.075	1.1965e+07
355	0.35	-0.05	0.1	1.1950e+07
356	0.35	-0.025	0.	6.6232e+07
357	0.35	-0.025	0.025	6.5587e+07
358	0.35	-0.025	0.05	6.6511e+07
359	0.35	-0.025	0.075	6.6038e+07
360	0.35	-0.025	0.1	6.5589e+07
361	0.35	0.	0.	1.4374e+08
362	0.35	0.	0.025	1.4348e+08
363	0.35	0.	0.05	1.4442e+08
364	0.35	0.	0.075	1.4373e+08
365	0.35	0.	0.1	1.4270e+08
366	0.35	0.025	0.	2.2056e+08
367	0.35	0.025	0.025	2.1907e+08
368	0.35	0.025	0.05	2.2416e+08
369	0.35	0.025	0.075	2.2444e+08
370	0.35	0.025	0.1	2.2466e+08
371	0.35	0.05	0.	2.9858e+08
372	0.35	0.05	0.025	3.0311e+08
373	0.35	0.05	0.05	3.0098e+08
374	0.35	0.05	0.075	2.9803e+08
375	0.35	0.05	0.1	2.9849e+08
376	0.375	-0.05	0.	5.9917e+06
377	0.375	-0.05	0.025	6.0049e+06
378	0.375	-0.05	0.05	6.0174e+06
379	0.375	-0.05	0.075	5.9999e+06
380	0.375	-0.05	0.1	5.9833e+06
381	0.375	-0.025	0.	7.0190e+07
382	0.375	-0.025	0.025	6.9376e+07
383	0.375	-0.025	0.05	6.9344e+07
384	0.375	-0.025	0.075	6.9318e+07
385	0.375	-0.025	0.1	6.9376e+07
386	0.375	0.	0.	1.4280e+08
387	0.375	0.	0.025	1.4322e+08
388	0.375	0.	0.05	1.4720e+08
389	0.375	0.	0.075	1.4247e+08
390	0.375	0.	0.1	1.4469e+08
391	0.375	0.025	0.	2.1974e+08
392	0.375	0.025	0.025	2.2091e+08
393	0.375	0.025	0.05	2.1978e+08
394	0.375	0.025	0.075	2.2245e+08
395	0.375	0.025	0.1	2.1956e+08
396	0.375	0.05	0.	2.9717e+08
397	0.375	0.05	0.025	2.9645e+08
398	0.375	0.05	0.05	2.9763e+08
399	0.375	0.05	0.075	2.9406e+08
400	0.375	0.05	0.1	2.9494e+08
401	0.4	-0.05	0.	2.9714e-08
402	0.4	-0.05	0.025	2.9840e-08
403	0.4	-0.05	0.05	2.9854e-08
404	0.4	-0.05	0.075	2.9307e-08
405	0.4	-0.05	0.1	2.9768e-08
406	0.4	-0.025	0.	7.2936e+07
407	0.4	-0.025	0.025	7.1638e+07
408	0.4	-0.025	0.05	7.1849e+07
409	0.4	-0.025	0.075	7.3090e+07
410	0.4	-0.025	0.1	7.3199e+07
411	0.4	0.	0.	1.4366e+08
412	0.4	0.	0.025	1.4458e+08
413	0.4	0.	0.05	1.4428e+08
414	0.4	0.	0.075	1.4573e+08
415	0.4	0.	0.1	1.4376e+08
416	0.4	0.025	0.	2.1549e+08
417	0.4	0.025	0.025	2.1846e+08
418	0.4	0.025	0.05	2.1441e+08
419	0.4	0.025	0.075	2.1528e+08
420	0.4	0.025	0.1	2.1637e+08
421	0.4	0.05	0.	2.9151e+08
422	0.4	0.05	0.025	2.8525e+08
423	0.4	0.05	0.05	2.8636e+08
424	0.4	0.05	0.075	2.8937e+08
425	0.4	0.05	0.1	2.8972e+08
426	0.425	-0.05	0.	6.0102e+06
427	0.425	-0.05	0.025	5.9944e+06
428	0.425	-0.05	0.05	6.0062e+06
429	0.425	-0.05	0.075	5.9277e+06
430	0.425	-0.05	0.1	6.0049e+06
431	0.425	-0.025	0.	7.6298e+07
432	0.425	-0.025	0.025	7.4608e+07
433	0.425	-0.025	0.05	7.4931e+07
434	0.425	-0.025	0.075	7.5165e+07
435	0.425	-0.025	0.1	7.5202e+07
436	0.425	0.	0.	1.4650e+08
437	0.425	0.	0.025	1.4330e+08
438	0.425	0.	0.05	1.4307e+08
439	0.425	0.	0.075	1.4527e+08
440	0.425	0.	0.1	1.4363e+08
441	0.425	0.025	0.	2.1449e+08
442	0.425	0.025	0.025	2.1281e+08
443	0.425	0.025	0.05	2.1393e+08
444	0.425	0.025	0.075	2.1047e+08
445	0.425	0.025	0.1	2.1392e+08
446	0.425	0.05	0.	2.8249e+08
447	0.425	0.05	0.025	2.8142e+08
448	0.425	0.05	0.05	2.7922e+08
449	0.425	0.05	0.075	2.8249e+08
450	0.425	0.05	0.1	2.8363e+08
451	0.45	-0.05	0.	1.1949e+07
452	0.45	-0.05	0.025	1.1951e+07
453	0.45	-0.05	0.05	1.2076e+07
454	0.45	-0.05	0.075	1.2164e+07
455	0.45	-0.05	0.1	1.2090e+07
456	0.45	-0.025	0.	7.8532e+07
457	0.45	-0.025	0.025	7.8236e+07
458	0.45	-0.025	0.05	7.8371e+07
459	0.45	-0.025	0.075	7.7557e+07
460	0.45	-0.025	0.1	7.8292e+07
461	0.45	0.	0.	1.4567e+08
462	0.45	0.	0.025	1.4442e+08
463	0.45	0.	0.05	1.4365e+08
464	0.45	0.	0.075	1.4355e+08
465	0.45	0.	0.1	1.4434e+08
466	0.45	0.025	0.	2.0807e+08
467	0.45	0.025	0.025	2.0862e+08
468	0.45	0.025	0.05	2.1272e+08
469	0.45	0.025	0.075	2.0840e+08
470	0.45	0.025	0.1	2.0880e+08
471	0.45	0.05	0.	2.7664e+08
472	0.45	0.05	0.025	2.7502e+08
473	0.45	0.05	0.05	2.7620e+08
474	0.45	0.05	0.075	2.7791e+08
475	0.45	0.05	0.1	2.7258e+08
476	0.475	-0.05	0.	1.8109e+07
477	0.475	-0.05	0.025	1.7916e+07
478	0.475	-0.05	0.05	1.7959e+07
479	0.475	-0.05	0.075	1.8277e+07
480	0.475	-0.05	0.1	1.7798e+07
481	0.475	-0.025	0.	8.1759e+07
482	0.475	-0.025	0.025	8.2108e+07
483	0.475	-0.025	0.05	8.0929e+07
484	0.475	-0.025	0.075	8.0939e+07
485	0.475	-0.025	0.1	8.1134e+07
486	0.475	0.	0.	1.4358e+08
487	0.475	0.	0.025	1.4445e+08
488	0.475	0.	0.05	1.4541e+08
489	0.475	0.	0.075	1.4395e+08
490	0.475	0.	0.1	1.4545e+08
491	0.475	0.025	0.	2.0947e+08
492	0.475	0.025	0.025	2.0786e+08
493	0.475	0.025	0.05	2.0802e+08
494	0.475	0.025	0.075	2.0616e+08
495	0.475	0.025	0.1	2.0280e+08
496	0.475	0.05	0.	2.7127e+08
497	0.475	0.05	0.025	2.7172e+08
498	0.475	0.05	0.05	2.7052e+08
499	0.475	0.05	0.075	2.7197e+08
500	0.475	0.05	0.1	2.6882e+08
501	0.5	-0.05	0.	2.4100e+07
502	0.5	-0.05	0.025	2.4283e+07
503	0.5	-0.05	0.05	2.4128e+07
504	0.5	-0.05	0.075	2.4258e+07
505	0.5	-0.05	0.1	2.4259e+07
506	0.5	-0.025	0.	8.3537e+07
507	0.5	-0.025	0.025	8.4846e+07
508	0.5	-0.025	0.05	8.3934e+07
509	0.5	-0.025	0.075	8.3613e+07
510	0.5	-0.025	0.1	8.4168e+07
511	0.5	0.	0.	1.4640e+08
512	0.5	0.	0.025	1.4375e+08
513	0.5	0.	0.05	1.4234e+08
514	0.5	0.	0.075	1.4271e+08
515	0.5	0.	0.1	1.4493e+08
516	0.5	0.025	0.	2.0291e+08
517	0.5	0.025	0.025	2.0081e+08
518	0.5	0.025	0.05	2.0185e+08
519	0.5	0.025	0.075	2.0442e+08
520	0.5	0.025	0.1	2.0542e+08
521	0.5	0.05	0.	2.6306e+08
522	0.5	0.05	0.025	2.6537e+08
523	0.5	0.05	0.05	2.6593e+08
524	0.5	0.05	0.075	2.6234e+08
525	0.5	0.05	0.1	2.6374e+08
526	0.525	-0.05	0.	2.9856e+07
527	0.525	-0.05	0.025	3.0129e+07
528	0.525	-0.05	0.05	2.9853e+07
529	0.525	-0.05	0.075	2.9709e+07
530	0.525	-0.05	0.1	3.0013e+07
531	0.525	-0.025	0.	8.8124e+07
532	0.525	-0.025	0.025	8.7705e+07
533	0.525	-0.025	0.05	8.8052e+07
534	0.525	-0.025	0.075	8.7991e+07
535	0.525	-0.025	0.1	8.7378e+07
536	0.525	0.	0.	1.4368e+08
537	0.525	0.	0.025	1.4337e+08
538	0.525	0.	0.05	1.4254e+08
539	0.525	0.	0.075	1.4575e+08
540	0.525	0.	0.1	1.4399e+08
541	0.525	0.025	0.	1.9841e+08
542	0.525	0.025	0.025	2.0314e+08
543	0.525	0.025	0.05	2.0130e+08
544	0.525	0.025	0.075	2.0271e+08
545	0.525	0.025	0.1	2.0073e+08
546	0.525	0.05	0.	2.5636e+08
547	0.525	0.05	0.025	2.5892e+08
548	0.525	0.05	0.05	2.5909e+08
549	0.525	0.05	0.075	2.5742e+08
550	0.525	0.05	0.1	2.6071e+08
551	0.55	-0.05	0.	3.6272e+07
552	0.55	-0.05	0.025	3.6163e+07
553	0.55	-0.05	0.05	3.5680e+07
554	0.55	-0.05	0.075	3.5640e+07
555	0.55	-0.05	0.1	3.6345e+07
556	0.55	-0.025	0.	8.8755e+07
557	0.55	-0.025	0.025	9.0271e+07
558	0.55	-0.025	0.05	9.0443e+07
559	0.55	-0.025	0.075	8.9983e+07
560	0.55	-0.025	0.1	9.0311e+07
561	0.55	0.	0.	1.4486e+08
562	0.55	0.	0.025	1.4370e+08
563	0.55	0.	0.05	1.4539e+08
564	0.55	0.	0.075	1.4505e+08
565	0.55	0.	0.1	1.4417e+08
566	0.55	0.025	0.	1.9684e+08
567	0.55	0.025	0.025	1.9801e+08
568	0.55	0.025	0.05	2.0150e+08
569	0.55	0.025	0.075	1.9695e+08
570	0.55	0.025	0.1	2.0058e+08
571	0.55	0.05	0.	2.4846e+08
572	0.55	0.05	0.025	2.5026e+08
573	0.55	0.05	0.05	2.5091e+08
574	0.55	0.05	0.075	2.5391e+08
575	0.55	0.05	0.1	2.5211e+08
576	0.575	-0.05	0.	4.2440e+07
577	0.575	-0.05	0.025	4.1888e+07
578	0.575	-0.05	0.05	4.1982e+07
579	0.575	-0.05	0.075	4.1890e+07
580	0.575	-0.05	0.1	4.2681e+07
581	0.575	-0.025	0.	9.2490e+07
582	0.575	-0.025	0.025	9.2947e+07
583	0.575	-0.025	0.05	9.2596e+07
584	0.575	-0.025	0.075	9.3754e+07
585	0.575	-0.025	0.1	9.2474e+07
586	0.575	0.	0.	1.4648e+08
587	0.575	0.	0.025	1.4447e+08
588	0.575	0.	0.05	1.4485e+08
589	0.575	0.	0.075	1.4491e+08
590	0.575	0.	0.1	1.4435e+08
591	0.575	0.025	0.	1.9535e+08
592	0.575	0.025	0.025	1.9529e+08
593	0.575	0.025	0.05	1.9597e+08
594	0.575	0.025	0.075	1.9387e+08
595	0.575	0.025	0.1	1.9361e+08
596	0.575	0.05	0.	2.4762e+08
597	0.575	0.05	0.025	2.4600e+08
598	0.575	0.05	0.05	2.4205e+08
599	0.575	0.05	0.075	2.4506e+08
600	0.575	0.05	0.1	2.4901e+08
601	0.6	-0.05	0.	4.7938e+07
602	0.6	-0.05	0.025	4.7796e+07
603	0.6	-0.05	0.05	4.7426e+07
604	0.6	-0.05	0.075	4.7782e+07
605	0.6	-0.05	0.1	4.7553e+07
606	0.6	-0.025	0.	9.6647e+07
607	0.6	-0.025	0.025	9.6354e+07
608	0.6	-0.025	0.05	9.6036e+07
609	0.6	-0.025	0.075	9.5729e+07
610	0.6	-0.025	0.1	9.7492e+07
611	0.6	0.	0.	1.4356e+08
612	0.6	0.	0.025	1.4356e+08
613	0.6	0.	0.05	1.4409e+08
614	0.6	0.	0.075	1.4426e+08
615	0.6	0.	0.1	1.4493e+08
616	0.6	0.025	0.	1.9359e+08
617	0.6	0.025	0.025	1.9347e+08
618	0.6	0.025	0.05	1.9589e+08
619	0.6	0.025	0.075	1.8956e+08
620	0.6	0.025	0.1	1.9251e+08
621	0.6	0.05	0.	2.3900e+08
622	0.6	0.05	0.025	2.4386e+08
623	0.6	0.05	0.05	2.4034e+08
624	0.6	0.05	0.075	2.3610e+08
625	0.6	0.05	0.1	2.4083e+08
626	0.625	-0.05	0.	5.4115e+07
627	0.625	-0.05	0.025	5.4327e+07
628	0.625	-0.05	0.05	5.3687e+07
629	0.625	-0.05	0.075	5.4142e+07
630	0.625	-0.05	0.1	5.3883e+07
631	0.625	-0.025	0.	9.8773e+07
632	0.625	-0.025	0.025	9.9579e+07
