Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	1.0737e+08
2	0.	-0.05	0.025	1.0854e+08
3	0.	-0.05	0.05	1.0797e+08
4	0.	-0.05	0.075	1.0964e+08
5	0.	-0.05	0.1	1.0839e+08
6	0.	-0.025	0.	1.9759e+08
7	0.	-0.025	0.025	1.9830e+08
8	0.	-0.025	0.05	1.9793e+08
9	0.	-0.025	0.075	1.9626e+08
10	0.	-0.025	0.1	2.0114e+08
11	0.	0.	0.	2.9179e+08
12	0.	0.	0.025	2.8770e+08
13	0.	0.	0.05	2.8972e+08
14	0.	0.	0.075	2.9283e+08
15	0.	0.	0.1	2.9096e+08
16	0.	0.025	0.	3.7712e+08
17	0.	0.025	0.025	3.7778e+08
18	0.	0.025	0.05	3.7285e+08
19	0.	0.025	0.075	3.8039e+08
20	0.	0.025	0.1	3.8180e+08
21	0.	0.05	0.	4.7268e+08
22	0.	0.05	0.025	4.7062e+08
23	0.	0.05	0.05	4.6932e+08
24	0.	0.05	0.075	4.6426e+08
25	0.	0.05	0.1	4.6920e+08
26	0.025	-0.05	0.	1.1193e+08
27	0.025	-0.05	0.025	1.1297e+08
28	0.025	-0.05	0.05	1.1181e+08
29	0.025	-0.05	0.075	1.1297e+08
30	0.025	-0.05	0.1	1.1369e+08
31	0.025	-0.025	0.	2.0094e+08
32	0.025	-0.025	0.025	2.0086e+08
33	0.025	-0.025	0.05	2.0180e+08
34	0.025	-0.025	0.075	2.0317e+08
35	0.025	-0.025	0.1	2.0016e+08
36	0.025	0.	0.	2.8931e+08
37	0.025	0.	0.025	2.9159e+08
38	0.025	0.	0.05	2.8965e+08
39	0.025	0.	0.075	2.8349e+08
40	0.025	0.	0.1	2.8646e+08
41	0.025	0.025	0.	3.7805e+08
42	0.025	0.025	0.025	3.7459e+08
43	0.025	0.025	0.05	3.8013e+08
44	0.025	0.025	0.075	3.8138e+08
45	0.025	0.025	0.1	3.7402e+08
46	0.025	0.05	0.	4.5967e+08
47	0.025	0.05	0.025	4.6216e+08
48	0.025	0.05	0.05	4.6195e+08
49	0.025	0.05	0.075	4.6920e+08
50	0.025	0.05	0.1	4.5966e+08
51	0.05	-0.05	0.	1.1769e+08
52	0.05	-0.05	0.025	1.1830e+08
53	0.05	-0.05	0.05	1.1777e+08
54	0.05	-0.05	0.075	1.1741e+08
55	0.05	-0.05	0.1	1.1685e+08
56	0.05	-0.025	0.	2.0558e+08
57	0.05	-0.025	0.025	2.0219e+08
58	0.05	-0.025	0.05	2.0412e+08
59	0.05	-0.025	0.075	2.0233e+08
60	0.05	-0.025	0.1	1.9960e+08
61	0.05	0.	0.	2.8748e+08
62	0.05	0.	0.025	2.8775e+08
63	0.05	0.	0.05	2.8777e+08
64	0.05	0.	0.075	2.8658e+08
65	0.05	0.	0.1	2.8955e+08
66	0.05	0.025	0.	3.7575e+08
67	0.05	0.025	0.025	3.7263e+08
68	0.05	0.025	0.05	3.7261e+08
69	0.05	0.025	0.075	3.7041e+08
70	0.05	0.025	0.1	3.7431e+08
71	0.05	0.05	0.	4.6406e+08
72	0.05	0.05	0.025	4.6406e+08
73	0.05	0.05	0.05	4.5680e+08
74	0.05	0.05	0.075	4.6631e+08
75	0.05	0.05	0.1	4.5767e+08
76	0.075	-0.05	0.	1.2051e+08
77	0.075	-0.05	0.025	1.2018e+08
78	0.075	-0.05	0.05	1.2045e+08
79	0.075	-0.05	0.075	1.2182e+08
80	0.075	-0.05	0.1	1.2125e+08
81	0.075	-0.025	0.	2.0380e+08
82	0.075	-0.025	0.025	2.0344e+08
83	0.075	-0.025	0.05	2.0305e+08
84	0.075	-0.025	0.075	2.0338e+08
85	0.075	-0.025	0.1	2.0650e+08
