Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
1	0.95	-1.7347e-018	5.e-002	3.531e-003
2	0.9	9.8608e-032	5.e-002	3.2918e-003
3	0.85	2.4652e-031	5.e-002	3.0514e-003
4	0.8	3.4694e-018	5.e-002	2.8118e-003
5	0.75	-3.6978e-032	5.e-002	2.5745e-003
6	0.7	0.	5.e-002	2.3408e-003
7	0.65	2.4652e-032	5.e-002	2.1121e-003
8	0.6	0.	5.e-002	1.8898e-003
9	0.55	2.4652e-032	5.e-002	1.6751e-003
10	0.5	-3.4694e-018	5.e-002	1.4693e-003
11	0.45	-3.4694e-018	5.e-002	1.2734e-003
12	0.4	5.5467e-032	5.e-002	1.0884e-003
13	0.35	0.	5.e-002	9.1533e-004
14	0.3	0.	5.e-002	7.5467e-004
15	0.25	-6.163e-033	5.e-002	6.0661e-004
16	0.2	-1.7347e-018	5.e-002	4.7137e-004
17	0.15	9.2445e-033	5.e-002	3.4665e-004
18	0.1	-1.7347e-018	5.e-002	2.377e-004
19	5.e-002	-3.0815e-033	5.e-002	1.2789e-004
20	5.e-002	-6.163e-033	0.	1.556e-004
21	0.1	-3.4694e-018	0.	2.5572e-004
22	0.15	1.8489e-032	0.	3.5973e-004
23	0.2	-3.4694e-018	0.	4.8e-004
24	0.25	-1.2326e-032	0.	6.1257e-004
25	0.3	0.	0.	7.5873e-004
26	0.35	0.	0.	9.1805e-004
27	0.4	1.1093e-031	0.	1.0902e-003
28	0.45	-6.9389e-018	0.	1.2744e-003
29	0.5	-6.9389e-018	0.	1.4698e-003
30	0.55	4.9304e-032	0.	1.6753e-003
31	0.6	0.	0.	1.8897e-003
32	0.65	4.9304e-032	0.	2.1118e-003
33	0.7	0.	0.	2.3404e-003
34	0.75	-7.3956e-032	0.	2.574e-003
35	0.8	6.9389e-018	0.	2.8113e-003
36	0.85	4.9304e-031	0.	3.0509e-003
37	0.9	1.9722e-031	0.	3.2913e-003
38	0.95	-3.4694e-018	0.	3.5304e-003
39	0.95	0.	0.1	3.5304e-003
40	0.9	0.	0.1	3.2913e-003
41	0.85	0.	0.1	3.0509e-003
42	0.8	0.	0.1	2.8113e-003
43	0.75	0.	0.1	2.574e-003
44	0.7	0.	0.1	2.3404e-003
45	0.65	0.	0.1	2.1118e-003
46	0.6	0.	0.1	1.8897e-003
47	0.55	0.	0.1	1.6753e-003
48	0.5	0.	0.1	1.4698e-003
49	0.45	0.	0.1	1.2744e-003
50	0.4	0.	0.1	1.0902e-003
51	0.35	0.	0.1	9.1805e-004
52	0.3	0.	0.1	7.5873e-004
53	0.25	0.	0.1	6.1257e-004
54	0.2	0.	0.1	4.8e-004
55	0.15	0.	0.1	3.5973e-004
56	0.1	0.	0.1	2.5572e-004
57	5.e-002	0.	0.1	1.556e-004
58	5.e-002	-5.e-002	0.1	1.7424e-004
59	0.1	-5.e-002	0.1	2.6184e-004
60	0.15	-5.e-002	0.1	3.5354e-004
61	0.2	-5.e-002	0.1	4.6275e-004
62	0.25	-5.e-002	0.1	5.8771e-004
63	0.3	-5.e-002	0.1	7.2828e-004
64	0.35	-5.e-002	0.1	8.8366e-004
65	0.4	-5.e-002	0.1	1.0531e-003
66	0.45	-5.e-002	0.1	1.2355e-003
67	0.5	-5.e-002	0.1	1.4299e-003
68	0.55	-5.e-002	0.1	1.6351e-003
69	0.6	-5.e-002	0.1	1.8497e-003
70	0.65	-5.e-002	0.1	2.0725e-003
71	0.7	-5.e-002	0.1	2.3022e-003
72	0.75	-5.e-002	0.1	2.5373e-003
73	0.8	-5.e-002	0.1	2.7765e-003
74	0.85	-5.e-002	0.1	3.0183e-003
75	0.9	-5.e-002	0.1	3.2613e-003
76	0.95	-5.e-002	0.1	3.504e-003
77	1.	-5.e-002	0.1	3.7431e-003
78	1.	0.	0.1	3.7662e-003
79	1.	5.e-002	0.1	3.816e-003
80	0.95	5.e-002	0.1	3.5786e-003
81	0.9	5.e-002	0.1	3.3435e-003
82	0.85	5.e-002	0.1	3.107e-003
83	0.8	5.e-002	0.1	2.8712e-003
84	0.75	5.e-002	0.1	2.6373e-003
85	0.7	5.e-002	0.1	2.4067e-003
86	0.65	5.e-002	0.1	2.1807e-003
87	0.6	5.e-002	0.1	1.9606e-003
88	0.55	5.e-002	0.1	1.7477e-003
89	0.5	5.e-002	0.1	1.543e-003
90	0.45	5.e-002	0.1	1.3477e-003
91	0.4	5.e-002	0.1	1.1626e-003
92	0.35	5.e-002	0.1	9.8854e-004
93	0.3	5.e-002	0.1	8.2604e-004
94	0.25	5.e-002	0.1	6.7531e-004
95	0.2	5.e-002	0.1	5.3654e-004
96	0.15	5.e-002	0.1	4.0899e-004
97	0.1	5.e-002	0.1	2.9428e-004
98	5.e-002	5.e-002	0.1	1.7823e-004
99	0.	5.e-002	0.1	0.
100	0.	0.	0.1	0.
101	0.	-5.e-002	0.1	0.
102	0.	0.	5.e-002	0.
103	0.	0.	0.	0.
104	0.	-5.e-002	0.	0.
105	0.	-5.e-002	5.e-002	0.
106	0.	5.e-002	0.	0.
107	0.	5.e-002	5.e-002	0.
108	0.95	5.e-002	5.e-002	3.5784e-003
109	0.9	5.e-002	5.e-002	3.343e-003
110	0.85	5.e-002	5.e-002	3.1066e-003
111	0.8	5.e-002	5.e-002	2.8708e-003
112	0.75	5.e-002	5.e-002	2.6369e-003
113	0.7	5.e-002	5.e-002	2.4063e-003
114	0.65	5.e-002	5.e-002	2.1802e-003
115	0.6	5.e-002	5.e-002	1.9601e-003
116	0.55	5.e-002	5.e-002	1.7469e-003
117	0.5	5.e-002	5.e-002	1.542e-003
118	0.45	5.e-002	5.e-002	1.3463e-003
119	0.4	5.e-002	5.e-002	1.1607e-003
120	0.35	5.e-002	5.e-002	9.8588e-004
121	0.3	5.e-002	5.e-002	8.2238e-004
122	0.25	5.e-002	5.e-002	6.7023e-004
123	0.2	5.e-002	5.e-002	5.2954e-004
124	0.15	5.e-002	5.e-002	3.9862e-004
125	0.1	5.e-002	5.e-002	2.8123e-004
126	5.e-002	5.e-002	5.e-002	1.6466e-004
127	5.e-002	5.e-002	0.	1.7823e-004
128	0.1	5.e-002	0.	2.9428e-004
129	0.15	5.e-002	0.	4.0899e-004
130	0.2	5.e-002	0.	5.3654e-004
131	0.25	5.e-002	0.	6.7531e-004
132	0.3	5.e-002	0.	8.2604e-004
133	0.35	5.e-002	0.	9.8854e-004
134	0.4	5.e-002	0.	1.1626e-003
135	0.45	5.e-002	0.	1.3477e-003
136	0.5	5.e-002	0.	1.543e-003
137	0.55	5.e-002	0.	1.7477e-003
138	0.6	5.e-002	0.	1.9606e-003
139	0.65	5.e-002	0.	2.1807e-003
140	0.7	5.e-002	0.	2.4067e-003
141	0.75	5.e-002	0.	2.6373e-003
142	0.8	5.e-002	0.	2.8712e-003
143	0.85	5.e-002	0.	3.107e-003
144	0.9	5.e-002	0.	3.3435e-003
145	0.95	5.e-002	0.	3.5786e-003
146	1.	5.e-002	0.	3.816e-003
147	1.	5.e-002	5.e-002	3.8165e-003
148	1.	0.	5.e-002	3.7672e-003
149	1.	0.	0.	3.7662e-003
150	1.	-5.e-002	0.	3.7431e-003
151	1.	-5.e-002	5.e-002	3.7446e-003
152	0.95	-5.e-002	5.e-002	3.5053e-003
153	0.9	-5.e-002	5.e-002	3.2626e-003
154	0.85	-5.e-002	5.e-002	3.0196e-003
155	0.8	-5.e-002	5.e-002	2.7777e-003
156	0.75	-5.e-002	5.e-002	2.5385e-003
157	0.7	-5.e-002	5.e-002	2.3032e-003
158	0.65	-5.e-002	5.e-002	2.0734e-003
159	0.6	-5.e-002	5.e-002	1.8503e-003
160	0.55	-5.e-002	5.e-002	1.6354e-003
161	0.5	-5.e-002	5.e-002	1.4297e-003
162	0.45	-5.e-002	5.e-002	1.2347e-003
163	0.4	-5.e-002	5.e-002	1.0513e-003
164	0.35	-5.e-002	5.e-002	8.8073e-004
165	0.3	-5.e-002	5.e-002	7.2372e-004
166	0.25	-5.e-002	5.e-002	5.8084e-004
167	0.2	-5.e-002	5.e-002	4.5272e-004
168	0.15	-5.e-002	5.e-002	3.3849e-004
169	0.1	-5.e-002	5.e-002	2.4194e-004
170	5.e-002	-5.e-002	5.e-002	1.5255e-004
171	0.95	-5.e-002	0.	3.504e-003
172	0.9	-5.e-002	0.	3.2613e-003
173	0.85	-5.e-002	0.	3.0183e-003
174	0.8	-5.e-002	0.	2.7765e-003
175	0.75	-5.e-002	0.	2.5373e-003
176	0.7	-5.e-002	0.	2.3022e-003
177	0.65	-5.e-002	0.	2.0725e-003
178	0.6	-5.e-002	0.	1.8497e-003
179	0.55	-5.e-002	0.	1.6351e-003
180	0.5	-5.e-002	0.	1.4299e-003
181	0.45	-5.e-002	0.	1.2355e-003
182	0.4	-5.e-002	0.	1.0531e-003
183	0.35	-5.e-002	0.	8.8366e-004
184	0.3	-5.e-002	0.	7.2828e-004
185	0.25	-5.e-002	0.	5.8771e-004
186	0.2	-5.e-002	0.	4.6275e-004
187	0.15	-5.e-002	0.	3.5354e-004
188	0.1	-5.e-002	0.	2.6184e-004
189	5.e-002	-5.e-002	0.	1.7424e-004
190	0.925	-8.6736e-019	5.e-002	3.4117e-003
191	0.95	-2.6021e-018	2.5e-002	3.5309e-003
192	0.95	-8.6736e-019	7.5e-002	3.5309e-003
193	0.95	2.5e-002	5.e-002	3.5523e-003
194	0.975	-8.6736e-019	5.e-002	3.6502e-003
195	0.95	-2.5e-002	5.e-002	3.5156e-003
196	0.875	1.7256e-031	5.e-002	3.1716e-003
197	0.9	1.4791e-031	2.5e-002	3.2917e-003
198	0.9	4.9304e-032	7.5e-002	3.2917e-003
199	0.9	2.5e-002	5.e-002	3.3147e-003
200	0.9	-2.5e-002	5.e-002	3.2744e-003
201	0.825	1.7347e-018	5.e-002	2.9315e-003
202	0.85	3.6978e-031	2.5e-002	3.0513e-003
203	0.85	1.2326e-031	7.5e-002	3.0513e-003
204	0.85	2.5e-002	5.e-002	3.0762e-003
205	0.85	-2.5e-002	5.e-002	3.0325e-003
206	0.775	1.7347e-018	5.e-002	2.6928e-003
207	0.8	5.2042e-018	2.5e-002	2.8117e-003
208	0.8	1.7347e-018	7.5e-002	2.8117e-003
209	0.8	2.5e-002	5.e-002	2.8383e-003
210	0.8	-2.5e-002	5.e-002	2.7916e-003
211	0.725	-1.8489e-032	5.e-002	2.4571e-003
212	0.75	-5.5467e-032	2.5e-002	2.5744e-003
213	0.75	-1.8489e-032	7.5e-002	2.5744e-003
214	0.75	2.5e-002	5.e-002	2.6025e-003
215	0.75	-2.5e-002	5.e-002	2.5531e-003
216	0.675	1.2326e-032	5.e-002	2.2258e-003
217	0.7	0.	2.5e-002	2.3407e-003
218	0.7	0.	7.5e-002	2.3407e-003
219	0.7	2.5e-002	5.e-002	2.3702e-003
220	0.7	-2.5e-002	5.e-002	2.3184e-003
221	0.625	1.2326e-032	5.e-002	2.0001e-003
222	0.65	3.6978e-032	2.5e-002	2.1121e-003
223	0.65	1.2326e-032	7.5e-002	2.1121e-003
224	0.65	2.5e-002	5.e-002	2.1427e-003
225	0.65	-2.5e-002	5.e-002	2.0889e-003
226	0.575	1.2326e-032	5.e-002	1.7814e-003
227	0.6	0.	2.5e-002	1.8898e-003
228	0.6	0.	7.5e-002	1.8898e-003
229	0.6	2.5e-002	5.e-002	1.9213e-003
230	0.6	-2.5e-002	5.e-002	1.866e-003
231	0.525	-1.7347e-018	5.e-002	1.571e-003
232	0.55	3.6978e-032	2.5e-002	1.6752e-003
233	0.55	1.2326e-032	7.5e-002	1.6752e-003
234	0.55	2.5e-002	5.e-002	1.7073e-003
235	0.55	-2.5e-002	5.e-002	1.651e-003
236	0.475	-3.4694e-018	5.e-002	1.37e-003
237	0.5	-5.2042e-018	2.5e-002	1.4694e-003
238	0.5	-1.7347e-018	7.5e-002	1.4694e-003
239	0.5	2.5e-002	5.e-002	1.5018e-003
240	0.5	-2.5e-002	5.e-002	1.4451e-003
241	0.425	-1.7347e-018	5.e-002	1.1795e-003
242	0.45	-5.2042e-018	2.5e-002	1.2736e-003
243	0.45	-1.7347e-018	7.5e-002	1.2736e-003
244	0.45	2.5e-002	5.e-002	1.3059e-003
245	0.45	-2.5e-002	5.e-002	1.2494e-003
246	0.375	2.7733e-032	5.e-002	1.0004e-003
247	0.4	8.32e-032	2.5e-002	1.0889e-003
248	0.4	2.7733e-032	7.5e-002	1.0889e-003
249	0.4	2.5e-002	5.e-002	1.1206e-003
250	0.4	-2.5e-002	5.e-002	1.0651e-003
251	0.325	0.	5.e-002	8.3342e-004
252	0.35	0.	2.5e-002	9.1603e-004
253	0.35	0.	7.5e-002	9.1603e-004
254	0.35	2.5e-002	5.e-002	9.4664e-004
255	0.35	-2.5e-002	5.e-002	8.9303e-004
256	0.275	-3.0815e-033	5.e-002	6.7906e-004
257	0.3	0.	2.5e-002	7.5569e-004
258	0.3	0.	7.5e-002	7.5569e-004
259	0.3	2.5e-002	5.e-002	7.8454e-004
260	0.3	-2.5e-002	5.e-002	7.3398e-004
261	0.225	-8.6736e-019	5.e-002	5.3744e-004
262	0.25	-9.2445e-033	2.5e-002	6.0817e-004
263	0.25	-3.0815e-033	7.5e-002	6.0817e-004
264	0.25	2.5e-002	5.e-002	6.3449e-004
265	0.25	-2.5e-002	5.e-002	5.8829e-004
266	0.175	-8.6736e-019	5.e-002	4.0772e-004
267	0.2	-2.6021e-018	2.5e-002	4.7341e-004
268	0.2	-8.6736e-019	7.5e-002	4.7341e-004
269	0.2	2.5e-002	5.e-002	4.9627e-004
270	0.2	-2.5e-002	5.e-002	4.5607e-004
271	0.125	-8.6736e-019	5.e-002	2.9015e-004
272	0.15	1.3867e-032	2.5e-002	3.505e-004
273	0.15	4.6222e-033	7.5e-002	3.505e-004
274	0.15	2.5e-002	5.e-002	3.6896e-004
275	0.15	-2.5e-002	5.e-002	3.3636e-004
276	7.5e-002	-8.6736e-019	5.e-002	1.8254e-004
277	0.1	-2.6021e-018	2.5e-002	2.4027e-004
278	0.1	-8.6736e-019	7.5e-002	2.4027e-004
279	0.1	2.5e-002	5.e-002	2.5281e-004
280	0.1	-2.5e-002	5.e-002	2.3064e-004
281	5.e-002	-4.6222e-033	2.5e-002	1.3816e-004
282	5.e-002	-1.5407e-033	7.5e-002	1.3816e-004
283	2.5e-002	-1.5407e-033	5.e-002	8.8451e-005
284	5.e-002	2.5e-002	5.e-002	1.4458e-004
285	5.e-002	-2.5e-002	5.e-002	1.3276e-004
286	7.5e-002	-1.7347e-018	0.	2.0487e-004
287	2.5e-002	-3.0815e-033	0.	1.0998e-004
288	5.e-002	2.5e-002	0.	1.6493e-004
289	5.e-002	-2.5e-002	0.	1.5868e-004
290	0.125	-1.7347e-018	0.	3.0591e-004
291	0.1	2.5e-002	0.	2.6905e-004
292	0.1	-2.5e-002	0.	2.5079e-004
293	0.175	-1.7347e-018	0.	4.1826e-004
294	0.15	2.5e-002	0.	3.8047e-004
295	0.15	-2.5e-002	0.	3.5044e-004
296	0.225	-1.7347e-018	0.	5.4461e-004
297	0.2	2.5e-002	0.	5.0411e-004
298	0.2	-2.5e-002	0.	4.6549e-004
299	0.275	-6.163e-033	0.	6.8398e-004
300	0.25	2.5e-002	0.	6.3995e-004
301	0.25	-2.5e-002	0.	5.9466e-004
302	0.325	0.	0.	8.3676e-004
303	0.3	2.5e-002	0.	7.8836e-004
304	0.3	-2.5e-002	0.	7.3825e-004
305	0.375	5.5467e-032	0.	1.0026e-003
306	0.35	2.5e-002	0.	9.4929e-004
307	0.35	-2.5e-002	0.	8.9579e-004
308	0.425	-3.4694e-018	0.	1.1808e-003
309	0.4	2.5e-002	0.	1.1224e-003
310	0.4	-2.5e-002	0.	1.0667e-003
311	0.475	-6.9389e-018	0.	1.3708e-003
312	0.45	2.5e-002	0.	1.3071e-003
313	0.45	-2.5e-002	0.	1.2502e-003
314	0.525	-3.4694e-018	0.	1.5713e-003
315	0.5	2.5e-002	0.	1.5025e-003
316	0.5	-2.5e-002	0.	1.4453e-003
317	0.575	2.4652e-032	0.	1.7814e-003
318	0.55	2.5e-002	0.	1.7077e-003
319	0.55	-2.5e-002	0.	1.6508e-003
320	0.625	2.4652e-032	0.	1.9999e-003
321	0.6	2.5e-002	0.	1.9215e-003
322	0.6	-2.5e-002	0.	1.8656e-003
323	0.675	2.4652e-032	0.	2.2254e-003
324	0.65	2.5e-002	0.	2.1427e-003
325	0.65	-2.5e-002	0.	2.0882e-003
326	0.725	-3.6978e-032	0.	2.4566e-003
327	0.7	2.5e-002	0.	2.3702e-003
328	0.7	-2.5e-002	0.	2.3175e-003
329	0.775	3.4694e-018	0.	2.6923e-003
330	0.75	2.5e-002	0.	2.6024e-003
331	0.75	-2.5e-002	0.	2.5521e-003
332	0.825	3.4694e-018	0.	2.9309e-003
333	0.8	2.5e-002	0.	2.8382e-003
334	0.8	-2.5e-002	0.	2.7906e-003
335	0.875	3.4513e-031	0.	3.1711e-003
336	0.85	2.5e-002	0.	3.0761e-003
337	0.85	-2.5e-002	0.	3.0315e-003
338	0.925	-1.7347e-018	0.	3.4112e-003
339	0.9	2.5e-002	0.	3.3147e-003
340	0.9	-2.5e-002	0.	3.2734e-003
341	0.95	2.5e-002	0.	3.5522e-003
342	0.975	-1.7347e-018	0.	3.6495e-003
343	0.95	-2.5e-002	0.	3.5145e-003
344	0.925	0.	0.1	3.4112e-003
345	0.95	-2.5e-002	0.1	3.5145e-003
346	0.975	0.	0.1	3.6495e-003
347	0.95	2.5e-002	0.1	3.5522e-003
348	0.875	0.	0.1	3.1711e-003
349	0.9	-2.5e-002	0.1	3.2734e-003
350	0.9	2.5e-002	0.1	3.3147e-003
351	0.825	0.	0.1	2.9309e-003
352	0.85	-2.5e-002	0.1	3.0315e-003
353	0.85	2.5e-002	0.1	3.0761e-003
354	0.775	0.	0.1	2.6923e-003
355	0.8	-2.5e-002	0.1	2.7906e-003
356	0.8	2.5e-002	0.1	2.8382e-003
357	0.725	0.	0.1	2.4566e-003
358	0.75	-2.5e-002	0.1	2.5521e-003
359	0.75	2.5e-002	0.1	2.6024e-003
360	0.675	0.	0.1	2.2254e-003
361	0.7	-2.5e-002	0.1	2.3175e-003
362	0.7	2.5e-002	0.1	2.3702e-003
363	0.625	0.	0.1	1.9999e-003
364	0.65	-2.5e-002	0.1	2.0882e-003
365	0.65	2.5e-002	0.1	2.1427e-003
366	0.575	0.	0.1	1.7814e-003
367	0.6	-2.5e-002	0.1	1.8656e-003
368	0.6	2.5e-002	0.1	1.9215e-003
369	0.525	0.	0.1	1.5713e-003
370	0.55	-2.5e-002	0.1	1.6508e-003
